id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Exp(((((t0 * x1) - (Abs(((x2 / x0) / t1)) ^ t2)) - (t3 * x4)) - t4)) + t5),0.548202314638934;5.272958753518959e-3;-0.7944298024056349;-2.7807112665699703;3.8652540245041305;138.93394811787016,20,1416.811030423629,3207.2237781852014,0.9900930798600202,0.9580767442975658
