gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
157,0.0005044273,0.00034892533,0.0003648519,0.00069090206,0.0007617668,0.0053768535,0.0033042715,0.003926095,0.01678058,0.037679803,-1063.6691,-1067.4702,-1067.0809,-1059.1108,-1057.3785,-742.2068,-831.34204,-810.1695,-401.88004,-289.41016,95,77,84,100,100,74.496,67.81,69.514,79.55,80.82
158,0.0005042382,0.00034892533,0.0003648519,0.00069090206,0.0007617668,0.0053768535,0.0034810381,0.003926095,0.01678058,0.037679803,-1063.6737,-1067.4702,-1067.0809,-1059.1108,-1057.3785,-742.1735,-832.5684,-810.1695,-401.88004,-289.41016,95,77,83,100,100,74.464,67.386,69.2,79.53,80.332
159,0.0005034973,0.00034892533,0.0003648519,0.00069090206,0.0007617668,0.005358496,0.003317792,0.003921446,0.01678058,0.037679803,-1063.6918,-1067.4702,-1067.0809,-1059.1108,-1057.3785,-741.22644,-832.5684,-810.1695,-401.88004,-289.41016,96,77,84,100,100,74.446,67.172,68.442,79.426,80.246
160,0.00050072855,0.00034892533,0.0003648519,0.00069090206,0.0007617668,0.005358496,0.0033177428,0.003921369,0.01678058,0.037679803,-1063.7595,-1067.4702,-1067.0809,-1059.1108,-1057.3785,-741.22644,-832.5684,-810.1695,-409.99313,-289.41016,95,77,84,100,100,74.952,65.89,68.646,79.372,81.118
161,0.00050072855,0.00034892533,0.0003648519,0.00069090206,0.0007617668,0.005358496,0.0033177063,0.003921369,0.01678058,0.037679803,-1063.7595,-1067.4702,-1067.0809,-1059.1108,-1057.3785,-741.0662,-828.81396,-807.72375,-385.97363,-289.41016,95,77,84,100,100,74.648,66.204,69.636,79.728,80.568
162,0.0004960887,0.00034892533,0.00036469018,0.00067546126,0.0007617668,0.0053224424,0.0033125652,0.003921369,0.015174173,0.037679803,-1063.8729,-1067.4702,-1067.0848,-1059.4883,-1057.3785,-742.1735,-828.81396,-808.96045,-389.82144,-289.41016,95,76,84,100,100,74.864,67.25,68.82,79.648,80.438
163,0.00049210846,0.00034892533,0.00036469018,0.00067546126,0.0007617668,0.0053676004,0.0033125652,0.003921369,0.015174173,0.047093753,-1063.9702,-1067.4702,-1067.0848,-1059.4883,-1057.3785,-744.6266,-828.81396,-814.4059,-389.82144,-289.41016,95,76,84,100,100,74.944,67.09,68.712,79.442,81.122
164,0.00049210846,0.00034892533,0.00036078578,0.00067546126,0.0007617668,0.0053224424,0.0033125652,0.003921369,0.015174173,0.047093753,-1063.9702,-1067.4702,-1067.1803,-1059.4883,-1057.3785,-744.6266,-828.81396,-814.4059,-389.82144,-289.41016,94,76,84,100,100,74.394,67.23,69.13,79.518,81.444
165,0.00048819417,0.00034656256,0.0003590013,0.00067546126,0.0007617668,0.0053224424,0.0033125652,0.003918219,0.015174173,0.047093753,-1064.0659,-1067.528,-1067.2239,-1059.4883,-1057.3785,-742.1735,-824.46783,-809.36743,-389.82144,-200.60889,94,76,83,100,100,74.91,67.094,69.67,79.648,80.44
166,0.00048819417,0.00034656256,0.00035900006,0.00067546126,0.0007617668,0.0053224424,0.0033125652,0.0039342064,0.01417823,0.039881375,-1064.0659,-1067.528,-1067.224,-1059.4883,-1057.3785,-744.6266,-824.46783,-810.36316,-389.82144,-200.60889,94,76,83,100,100,75.158,66.324,69.49,79.632,80.284
167,0.0004859275,0.00034656256,0.00035900006,0.00067546126,0.0007617668,0.0054142824,0.0034886529,0.0040626586,0.015174173,0.039881375,-1064.1213,-1067.528,-1067.224,-1059.4883,-1057.3785,-744.6266,-824.46783,-811.573,-389.82144,-200.60889,95,77,84,100,100,75.466,65.732,69.88,78.936,79.808
168,0.00048152733,0.00034372782,0.00035897628,0.0006736479,0.0007586448,0.0053676004,0.003488875,0.0040626586,0.01417823,0.039881375,-1064.2289,-1067.5973,-1067.2245,-1059.5326,-1057.4548,-741.43243,-828.81396,-812.4098,-389.82144,-200.60889,95,76,83,100,100,74.67,68.6,69.674,78.978,79.818
169,0.00048152733,0.00034372782,0.00035896958,0.0006736479,0.00075448025,0.0054142824,0.003488875,0.0041380185,0.01417823,0.039881375,-1064.2289,-1067.5973,-1067.2247,-1059.5326,-1057.5566,-741.43243,-828.81396,-812.4098,-389.82144,-200.60889,95,75,83,100,100,75.136,67.294,69.474,78.994,79.388
170,0.00047348748,0.00034372782,0.00035896958,0.0006736479,0.00074425276,0.0053676004,0.003488875,0.0041107186,0.01417823,0.039881375,-1064.4254,-1067.5973,-1067.2247,-1059.5326,-1057.8066,-741.43243,-824.65173,-812.77277,-389.82144,-200.60889,95,76,84,100,100,75.16,67.824,69.434,78.808,80.05
171,0.00047348748,0.00034372782,0.00035896958,0.0006736479,0.00074425276,0.0054142824,0.003488875,0.003944906,0.012422359,0.026894666,-1064.4254,-1067.5973,-1067.2247,-1059.5326,-1057.8066,-741.43243,-824.65173,-812.77277,-389.82144,-200.60889,95,76,85,100,100,74.714,67.628,69.31,78.786,80.192
172,0.00047197743,0.00034372782,0.00035896958,0.0006736479,0.00074425276,0.005485619,0.003488875,0.0039449767,0.012422359,0.026894666,-1064.4623,-1067.5973,-1067.2247,-1059.5326,-1057.8066,-742.1735,-828.81396,-811.196,-389.82144,-200.60889,95,76,84,100,100,75.006,68.548,69.872,78.956,79.672
173,0.00047197743,0.00034361894,0.00035896958,0.0006736479,0.0007442488,0.005485619,0.003488875,0.0039449767,0.012422359,0.026894666,-1064.4623,-1067.6,-1067.2247,-1059.5326,-1057.8068,-746.1455,-826.35706,-808.8658,-389.82144,-200.60889,95,76,84,100,100,75.072,68.468,69.598,79.106,80.408
174,0.00047197743,0.00034361894,0.0003587319,0.0006736479,0.00074364606,0.005485619,0.003488875,0.003942733,0.012422359,0.026894666,-1064.4623,-1067.6,-1067.2305,-1059.5326,-1057.8215,-747.01215,-826.35706,-809.38,-389.82144,-200.60889,95,76,84,100,100,75.066,67.562,69.746,79.178,79.974
175,0.00047197743,0.00034361894,0.00035865666,0.0006655154,0.00074363797,0.005485619,0.003488875,0.003942948,0.012422359,0.026894666,-1064.4623,-1067.6,-1067.2323,-1059.7313,-1057.8217,-747.01215,-826.35706,-808.8658,-389.82144,-200.60889,95,76,84,100,100,75.394,68.19,69.694,79.48,80.322
176,0.00047197743,0.00034361894,0.00035865608,0.0006655154,0.0007436355,0.005485619,0.003488875,0.0039430833,0.012422359,0.026894666,-1064.4623,-1067.6,-1067.2324,-1059.7313,-1057.8218,-747.01215,-826.35706,-808.8658,-389.82144,-200.60889,95,76,84,100,100,75.308,69.15,70.19,79.31,79.912
177,0.00047197743,0.00034361487,0.00035865608,0.0006655154,0.0007436355,0.005485619,0.003488875,0.0039421814,0.012422359,0.026894666,-1064.4623,-1067.6001,-1067.2324,-1059.7313,-1057.8218,-746.2788,-826.35706,-809.2071,-389.82144,-198.83594,95,76,84,100,100,75.558,68.422,70.396,79.658,80.066
178,0.00047197743,0.00034361487,0.00035865608,0.0006654958,0.0007436355,0.005430434,0.0034882054,0.003942395,0.011535095,0.026894666,-1064.4623,-1067.6001,-1067.2324,-1059.7318,-1057.8218,-747.01215,-826.8127,-809.2071,-389.82144,-198.83594,95,76,84,100,100,75.472,68.07,69.618,79.35,80.244
179,0.00047197743,0.00034361487,0.00035865608,0.0006654958,0.0007436355,0.0054649017,0.003488875,0.003942535,0.011535095,0.025121145,-1064.4623,-1067.6001,-1067.2324,-1059.7318,-1057.8218,-746.2788,-826.35706,-810.34753,-357.95566,-199.88281,95,76,84,100,100,75.236,67.004,70.404,79.602,80.376
180,0.00047348748,0.00034361487,0.00035865608,0.0006653805,0.0007436355,0.0055410266,0.0035097338,0.0039426405,0.011535095,0.025316507,-1064.4254,-1067.6001,-1067.2324,-1059.7346,-1057.8218,-746.2788,-826.6572,-810.34753,-357.95566,-201.16309,95,76,85,100,100,75.282,68.366,69.988,79.514,80.264
181,0.00047348748,0.00034361487,0.00035865608,0.0006650525,0.0007436355,0.0055410266,0.0035097338,0.0039426405,0.011535095,0.023064967,-1064.4254,-1067.6001,-1067.2324,-1059.7427,-1057.8218,-747.01215,-826.676,-810.34753,-357.95566,-201.16309,96,76,85,100,100,75.348,69.212,70.13,78.918,80.002
182,0.00047348748,0.00034361487,0.00035663866,0.0006650525,0.0007199626,0.005482743,0.0035694586,0.0040490166,0.011535095,0.023064967,-1064.4254,-1067.6001,-1067.2817,-1059.7427,-1058.4004,-747.01215,-830.61816,-818.6108,-357.95566,-203.5929,95,75,84,100,100,75.3,68.256,70.128,78.712,79.942
183,0.00047197743,0.00034361487,0.00035663866,0.0006650525,0.0007199626,0.005482743,0.0035694586,0.0040490166,0.011535095,0.023064967,-1064.4623,-1067.6001,-1067.2817,-1059.7427,-1058.4004,-747.01215,-830.61816,-818.6108,-357.95566,-198.83594,95,75,83,100,100,75.206,69.146,70.744,79.314,79.928
184,0.00047197743,0.00034361487,0.00035663866,0.0006650525,0.0007199626,0.005482743,0.0035694586,0.0040490166,0.011535095,0.023064967,-1064.4623,-1067.6001,-1067.2817,-1059.7427,-1058.4004,-747.01215,-830.61816,-820.28815,-357.95566,-198.83594,95,75,83,100,100,74.276,68.04,69.53,79.104,80.12
185,0.00047197743,0.000328578,0.00035110762,0.0006650525,0.0007199626,0.005564422,0.0035694586,0.0040490166,0.011643011,0.023064967,-1064.4623,-1067.9677,-1067.4169,-1059.7427,-1058.4004,-748.4144,-830.61816,-820.28815,-357.95566,-198.83594,95,75,83,100,100,74.942,67.6,69.262,78.618,79.522
186,0.00047017145,0.00032448812,0.00035110762,0.0006650525,0.00071679096,0.0055410266,0.0035694586,0.0040490166,0.011643011,0.023064967,-1064.5065,-1068.0676,-1067.4169,-1059.7427,-1058.4779,-748.6887,-832.2583,-824.004,-357.95566,-198.83594,95,75,83,100,100,75.238,67.796,69.088,79.124,79.644
187,0.00047017145,0.0003234752,0.00035110762,0.0006650525,0.0007167889,0.005482743,0.0035694586,0.0040490166,0.011571358,0.023064967,-1064.5065,-1068.0923,-1067.4169,-1059.7427,-1058.478,-753.24084,-832.0207,-823.2208,-371.07498,-198.83594,95,75,80,100,100,74.794,67.702,68.706,78.876,79.65
188,0.00047017145,0.0003233583,0.00035110762,0.00064739934,0.0007167889,0.0055410266,0.0035694586,0.0040490166,0.011536876,0.023064967,-1064.5065,-1068.0952,-1067.4169,-1060.1742,-1058.478,-747.4444,-832.0207,-824.004,-371.07498,-198.83594,95,75,85,100,100,74.836,68.552,69.868,78.706,79.932
189,0.00047017145,0.0003233583,0.00035110762,0.00064739934,0.00071485474,0.0055410266,0.0035694586,0.0040481444,0.011502737,0.022371156,-1064.5065,-1068.0952,-1067.4169,-1060.1742,-1058.5253,-747.4444,-831.53674,-823.2208,-371.07498,-198.83594,95,75,80,100,100,75.202,67.944,69.356,78.986,80.034
190,0.00046434547,0.0003233583,0.00035110762,0.00064739934,0.00071313727,0.0055410266,0.0035097338,0.0039629936,0.011478131,0.022371156,-1064.6488,-1068.0952,-1067.4169,-1060.1742,-1058.5673,-749.5784,-840.5616,-823.2208,-371.07498,-198.83594,95,75,80,100,100,75.242,67.658,68.69,78.85,79.768
191,0.00046434547,0.0003217755,0.00035110762,0.00064728985,0.00071313727,0.005482743,0.00349058,0.0039629936,0.011460747,0.022371156,-1064.6488,-1068.1339,-1067.4169,-1060.1769,-1058.5673,-749.8035,-830.61816,-818.6108,-371.07498,-198.83594,95,75,85,100,100,75.438,67.066,68.858,79.162,79.456
192,0.00046289645,0.00032172666,0.00035110762,0.0006472865,0.00071313727,0.005482743,0.0034903504,0.0039426405,0.01144871,0.022371156,-1064.6843,-1068.1351,-1067.4169,-1060.177,-1058.5673,-752.1988,-830.61816,-818.6108,-371.07498,-216.38123,95,75,85,100,100,75.162,67.116,68.972,79.11,80.012
193,0.00046289645,0.00032172666,0.00035110762,0.0006407699,0.000683115,0.0055410266,0.0034901826,0.0039629936,0.011445157,0.022371156,-1064.6843,-1068.1351,-1067.4169,-1060.3363,-1059.3011,-746.88135,-830.61816,-820.28815,-376.2431,-216.38123,95,76,85,100,100,75.724,67.214,69.946,79.13,80.13
194,0.00046289645,0.00032172666,0.00035110762,0.0006407699,0.0006831068,0.0055410266,0.0034901826,0.0039629936,0.011445157,0.022371156,-1064.6843,-1068.1351,-1067.4169,-1060.3363,-1059.3014,-752.67206,-824.004,-818.6108,-368.36093,-217.82892,95,76,85,100,100,75.838,67.134,69.498,79.544,80.12
195,0.00046189514,0.00032172666,0.00035110762,0.0006407699,0.0006831068,0.0055410266,0.0034901826,0.0039426405,0.011445157,0.022371156,-1064.7087,-1068.1351,-1067.4169,-1060.3363,-1059.3014,-753.5741,-824.9631,-820.28815,-406.9765,-279.76605,95,76,85,100,100,75.598,67.602,69.544,79.66,80.65
196,0.00045839083,0.00032090943,0.00035110762,0.0006407699,0.0006831068,0.0055528986,0.0034901826,0.0039629936,0.011661866,0.03999228,-1064.7944,-1068.155,-1067.4169,-1060.3363,-1059.3014,-749.64575,-828.4431,-819.3948,-389.82144,-264.85767,95,76,85,100,100,75.53,68.546,69.754,79.844,80.57
197,0.00045220545,0.0003209085,0.00035110762,0.0006407699,0.0006831068,0.0055528986,0.0034901826,0.0039416538,0.011445157,0.022371156,-1064.9456,-1068.155,-1067.4169,-1060.3363,-1059.3014,-746.88135,-833.22144,-819.3948,-327.4461,-225.06384,96,77,85,100,100,75.506,67.872,70.368,79.15,80.538
198,0.00045220545,0.000320535,0.00035110762,0.0006407699,0.0006831068,0.0055528986,0.003460788,0.003941815,0.011445157,0.022371156,-1064.9456,-1068.1642,-1067.4169,-1060.3363,-1059.3014,-746.88135,-833.22144,-819.3948,-327.4461,-225.06384,96,77,85,100,100,75.51,66.032,70.076,79.636,80.808
199,0.00045220545,0.0003201976,0.0003511033,0.0006407699,0.0006831068,0.005577018,0.0034901826,0.003941815,0.011445157,0.022371156,-1064.9456,-1068.1725,-1067.417,-1060.3363,-1059.3014,-744.4752,-824.9631,-818.6108,-311.38947,-225.06384,96,79,85,100,100,75.454,67.752,71.35,79.468,80.108
