gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
73,0.00076691306,0.00045876356,0.0005303969,0.0011068111,0.001180233,0.005032384,0.0032466936,0.0034772872,0.0100627495,0.021502165,-1057.2528,-1064.7853,-1063.0343,-1048.9441,-1047.1494,-747.7095,-844.311,-825.9973,-443.49396,-295.57208,92,66,71,99,100,72.924,67.792,69.202,77.658,78.662
74,0.0007605306,0.00045876356,0.0005269313,0.0011068075,0.0011753198,0.0049440134,0.0032466936,0.0034766323,0.009884663,0.021502165,-1057.4088,-1064.7853,-1063.119,-1048.9442,-1047.2695,-744.479,-847.01636,-834.4353,-411.8105,-300.64365,91,66,68,99,100,73.202,67.79,68.872,77.882,78.924
75,0.0007571119,0.0004586409,0.00052519375,0.0011023482,0.0011377947,0.004945657,0.0032734007,0.0035003908,0.009158007,0.021510657,-1057.4923,-1064.7883,-1063.1615,-1049.0532,-1048.1868,-739.12964,-846.5885,-834.42194,-408.88953,-300.64365,91,66,69,99,100,72.862,68.552,68.824,77.828,80.13
76,0.0007571119,0.0004476568,0.00051850744,0.0011023482,0.0011377891,0.0049358746,0.0032766361,0.0035399857,0.009884663,0.021425705,-1057.4923,-1065.0568,-1063.3248,-1049.0532,-1048.1869,-739.1543,-841.8713,-825.9973,-383.4231,-287.13928,91,66,70,99,100,73.146,68.252,69.098,77.424,78.286
77,0.0007571119,0.00044765367,0.0005155622,0.0010980348,0.0011377891,0.004945657,0.0032082358,0.0034766323,0.009880489,0.021505814,-1057.4923,-1065.0569,-1063.3969,-1049.1587,-1048.1869,-739.00214,-840.9129,-824.91113,-377.0361,-270.71094,91,68,71,99,100,73.566,68.14,69.712,78.216,79.722
78,0.00073961716,0.00044765306,0.00050903007,0.0010686006,0.0011314097,0.0049549905,0.003130632,0.0034692427,0.009880575,0.021505648,-1057.9199,-1065.0569,-1063.5565,-1049.8782,-1048.3428,-740.14264,-833.1262,-825.9973,-383.4231,-245.27472,92,68,71,99,100,73.256,68.426,68.772,77.186,79.14
79,0.00073961716,0.00044765184,0.0005008923,0.001060769,0.0011314097,0.0050238725,0.0032117192,0.0034766323,0.009158007,0.018260883,-1057.9199,-1065.0569,-1063.7555,-1050.0696,-1048.3428,-738.9932,-833.1262,-825.9973,-383.4231,-248.66852,92,68,72,99,100,73.47,68.464,69.546,77.096,79.22
80,0.00073549396,0.00044765184,0.0005008923,0.001060769,0.0011314095,0.005003579,0.0032501516,0.0035320367,0.009901666,0.019011557,-1058.0208,-1065.0569,-1063.7555,-1050.0696,-1048.3429,-740.14264,-833.368,-818.8539,-383.4231,-253.29242,93,68,72,99,100,73.284,68.19,68.946,76.864,78.504
81,0.0007266139,0.00044225552,0.0005008923,0.001060769,0.0011188558,0.0051490297,0.0032501516,0.0035320367,0.009901666,0.01902824,-1058.2378,-1065.1888,-1063.7555,-1050.0696,-1048.6497,-745.55493,-832.04047,-818.8539,-387.40134,-253.86462,91,69,72,99,100,73.34,68.042,68.534,77.102,78.648
82,0.00072480476,0.00044225552,0.0005008923,0.001060769,0.0011060981,0.0052028103,0.0032533505,0.0034766323,0.010239188,0.021505173,-1058.2821,-1065.1888,-1063.7555,-1050.0696,-1048.9615,-747.7095,-830.0246,-807.8582,-387.40134,-253.86462,91,70,73,99,100,73.502,67.42,69.422,76.998,78.45
83,0.00072480476,0.00043232166,0.0004910996,0.0010494178,0.0010891572,0.005229365,0.0032534192,0.0035320367,0.010237996,0.018087834,-1058.2821,-1065.4316,-1063.9949,-1050.347,-1049.3756,-745.55493,-830.0246,-805.1008,-392.63,-283.12738,92,70,73,99,100,73.366,67.812,68.902,77.11,78.276
84,0.0007070254,0.00043232078,0.00048154304,0.0010494178,0.0010891572,0.005242779,0.0032325094,0.0035724395,0.010236984,0.012858235,-1058.7167,-1065.4316,-1064.2285,-1050.347,-1049.3756,-748.71063,-825.9973,-805.15704,-392.63,-268.28296,92,70,75,99,100,73.94,67.168,69.512,77.656,78.684
85,0.00068629696,0.0004149807,0.00047638762,0.0010494178,0.0010891572,0.0052514574,0.003305539,0.0036156853,0.010360984,0.017718451,-1059.2234,-1065.8556,-1064.3545,-1050.347,-1049.3756,-736.9921,-820.14954,-804.56415,-387.40134,-268.28296,92,70,80,99,100,74.026,67.614,69.73,78.406,79.038
86,0.0006862773,0.0004149336,0.00047638605,0.001023313,0.0010891572,0.005259547,0.0032373043,0.0037113694,0.010789965,0.016618345,-1059.2239,-1065.8567,-1064.3545,-1050.9852,-1049.3756,-737.22144,-831.1686,-808.73,-376.947,-268.28296,92,68,78,99,100,73.816,68.09,69.866,78.292,79.24
87,0.00067178265,0.00041491096,0.000453823,0.001011946,0.0010891572,0.0053169588,0.0032375024,0.0037113694,0.011034479,0.018111074,-1059.5781,-1065.8573,-1064.906,-1051.2631,-1049.3756,-735.6058,-831.1686,-809.79816,-392.63,-265.77112,92,68,78,100,100,73.762,67.516,69.018,78.3,79.142
88,0.00067178265,0.00041490066,0.000453823,0.001011946,0.0010891572,0.0054070274,0.0032375024,0.0037113694,0.011834711,0.016943535,-1059.5781,-1065.8575,-1064.906,-1051.2631,-1049.3756,-743.3041,-831.1686,-818.8539,-419.83975,-261.92212,92,68,78,99,100,73.798,68.07,69.554,78.652,79.554
89,0.00067178265,0.00041192674,0.000453823,0.001011946,0.0010806452,0.0054070274,0.0032375024,0.0037113694,0.011834711,0.017936893,-1059.5781,-1065.9302,-1064.906,-1051.2631,-1049.5837,-743.3181,-831.1686,-818.8539,-400.79947,-243.98242,93,68,81,99,100,74.242,67.876,69.024,78.52,78.91
90,0.0006717515,0.00041180183,0.000453823,0.001011946,0.0010716282,0.0054070274,0.0032375024,0.0037113694,0.011834711,0.019108085,-1059.579,-1065.9332,-1064.906,-1051.2631,-1049.8042,-740.5907,-832.531,-823.0024,-415.1273,-243.98242,93,70,78,99,100,74.09,68.428,69.132,78.406,79.0
91,0.0006646473,0.0004117884,0.00045087538,0.0009782453,0.0010494178,0.005437002,0.0034766323,0.003778034,0.012077463,0.019798143,-1059.7526,-1065.9336,-1064.9781,-1052.0868,-1050.347,-735.6058,-831.1686,-823.0024,-415.1273,-218.27148,92,70,78,99,100,73.784,68.438,69.302,78.334,79.85
92,0.0006646473,0.00040561552,0.00045087538,0.0009607758,0.0010494178,0.005500239,0.0034766323,0.0038020916,0.012035202,0.019797074,-1059.7526,-1066.0845,-1064.9781,-1052.5139,-1050.347,-739.7935,-831.1686,-824.94806,-415.1273,-218.27148,93,70,78,100,100,73.994,68.32,69.604,78.404,79.896
93,0.0006646473,0.00040554718,0.00044962764,0.0009607758,0.0010494178,0.005586249,0.0034766323,0.0038008012,0.013201079,0.021741446,-1059.7526,-1066.0862,-1065.0087,-1052.5139,-1050.347,-743.33057,-828.9072,-820.97894,-419.83975,-218.27148,93,74,78,100,100,74.268,69.112,69.48,78.846,79.402
94,0.00066432194,0.00040554718,0.00044714604,0.0009607758,0.0010462962,0.0055071497,0.0033327567,0.0037346897,0.0131383445,0.021737996,-1059.7605,-1066.0862,-1065.0693,-1052.5139,-1050.4233,-744.55634,-831.1686,-821.188,-388.4808,-218.27148,93,73,78,100,100,74.92,68.886,69.984,78.792,79.292
95,0.00066048687,0.00039835775,0.00044714604,0.00093793805,0.0010437926,0.005490233,0.0033881934,0.0037113694,0.014412633,0.021737996,-1059.8542,-1066.2618,-1065.0693,-1053.0721,-1050.4846,-741.1945,-831.1686,-820.75116,-396.10797,-218.27148,94,71,79,99,100,74.672,68.66,69.55,78.51,79.298
96,0.0006595214,0.0003983521,0.00044714604,0.00093793805,0.0010387647,0.005484239,0.0033881934,0.0037113694,0.014412633,0.021912578,-1059.8779,-1066.262,-1065.0693,-1053.0721,-1050.6075,-740.9233,-832.531,-818.8539,-419.83975,-218.27148,94,71,81,100,100,74.48,68.842,70.046,78.68,79.616
97,0.0006575576,0.0003983521,0.00044714604,0.00092390395,0.0010387647,0.005441509,0.0033881934,0.003766263,0.014412633,0.02191152,-1059.9259,-1066.262,-1065.0693,-1053.4152,-1050.6075,-744.55634,-832.7861,-820.97894,-419.83975,-248.71259,93,70,79,100,100,74.702,68.424,70.5,78.968,79.478
98,0.0006541319,0.0003983521,0.00044714604,0.0008998464,0.0010387647,0.005442441,0.0033881934,0.0038008012,0.013511778,0.02191152,-1060.0096,-1066.262,-1065.0693,-1054.0033,-1050.6075,-744.55634,-835.1523,-827.6465,-419.83975,-255.48523,93,70,78,100,100,74.636,67.938,69.26,78.398,79.796
99,0.0006485183,0.0003983521,0.00044714604,0.0008988381,0.0009845494,0.0054739146,0.003402591,0.0038243555,0.013892503,0.02191152,-1060.1469,-1066.262,-1065.0693,-1054.028,-1051.9327,-746.9251,-849.04016,-834.3616,-419.83975,-248.1322,94,68,75,99,100,74.726,67.74,69.148,78.974,80.548
100,0.0006382477,0.0003983521,0.00044225552,0.0008972793,0.0009845494,0.0054308646,0.003402591,0.0038392034,0.011949028,0.02191152,-1060.398,-1066.262,-1065.1888,-1054.066,-1051.9327,-744.55634,-843.61816,-819.393,-419.83975,-248.1322,94,70,79,100,100,74.066,67.334,68.952,78.568,80.004
101,0.0006382477,0.0003983521,0.00044225552,0.0008972733,0.0009845494,0.0054308646,0.003402591,0.0038382015,0.011977038,0.023299746,-1060.398,-1066.262,-1065.1888,-1054.0662,-1051.9327,-745.55493,-835.1523,-819.0779,-406.88147,-218.27148,94,70,79,100,100,75.29,67.54,69.058,78.596,79.474
102,0.0006382477,0.00039642712,0.0004336079,0.0008967084,0.0009840544,0.0054308646,0.0034208004,0.0038382015,0.01350783,0.023305962,-1060.398,-1066.3091,-1065.4003,-1054.08,-1051.9448,-744.55634,-835.1523,-819.393,-395.28662,-218.27148,94,70,79,100,100,75.096,67.32,69.376,79.382,79.86
103,0.00063772866,0.00039613724,0.0004336054,0.00089434406,0.0009840544,0.005426299,0.0034219935,0.003879083,0.014196122,0.023305962,-1060.4106,-1066.3162,-1065.4003,-1054.1378,-1051.9448,-747.2183,-838.2307,-819.393,-406.88147,-218.27148,94,70,79,100,100,75.134,67.838,68.472,79.082,80.504
104,0.00063763605,0.00039613724,0.0004336054,0.00089434406,0.0009840544,0.005322247,0.0033881934,0.0038037212,0.013937719,0.023305962,-1060.4128,-1066.3162,-1065.4003,-1054.1378,-1051.9448,-746.9251,-845.65674,-819.393,-410.69812,-248.1322,94,70,80,100,100,74.864,67.902,68.89,78.76,79.986
105,0.00063023757,0.00039340058,0.00041575189,0.000878345,0.0009840544,0.0052528097,0.0033880402,0.00361225,0.014256846,0.023305962,-1060.5938,-1066.383,-1065.8367,-1054.5288,-1051.9448,-752.3723,-846.0564,-818.8539,-410.69812,-248.1322,94,70,79,99,100,74.91,68.75,69.54,78.948,80.386
106,0.00062412914,0.0003831385,0.00040970396,0.000878345,0.0009264065,0.005322247,0.003401786,0.0036511307,0.011979439,0.02006354,-1060.743,-1066.6339,-1065.9845,-1054.5288,-1053.354,-747.2183,-846.0564,-827.95654,-419.83975,-248.1322,94,70,79,100,100,74.982,67.736,69.162,79.398,80.25
107,0.0006179215,0.00037684833,0.00040843396,0.0008623611,0.0009122713,0.0052531697,0.003394338,0.0038055643,0.011979439,0.020051092,-1060.8948,-1066.7877,-1066.0156,-1054.9196,-1053.6996,-753.5935,-835.1523,-818.8539,-417.77997,-248.1322,94,71,79,99,100,74.512,68.392,69.392,78.656,80.078
108,0.00061453244,0.00037684833,0.0004084298,0.0008606656,0.0009122713,0.0051730694,0.003394338,0.003852647,0.011963778,0.023305962,-1060.9777,-1066.7877,-1066.0156,-1054.961,-1053.6996,-752.5643,-838.7853,-823.00494,-410.69812,-248.1322,93,71,79,100,100,74.72,67.646,69.356,79.174,80.428
109,0.00061453244,0.00037684833,0.0004084298,0.00084111764,0.0009122713,0.0051652263,0.003411334,0.003867164,0.011963567,0.024376892,-1060.9777,-1066.7877,-1066.0156,-1055.4388,-1053.6996,-754.3351,-843.6739,-820.7785,-351.5611,-233.40778,95,71,79,100,100,74.756,68.144,69.604,78.694,79.842
110,0.00060416904,0.00037684833,0.0004084298,0.00084111764,0.0009122713,0.005131869,0.003411334,0.0038360176,0.011963567,0.024376892,-1061.231,-1066.7877,-1066.0156,-1055.4388,-1053.6996,-755.06177,-856.2692,-823.33887,-334.1834,-231.55591,94,70,77,100,100,74.914,67.432,69.426,78.948,80.46
111,0.00060416904,0.0003648519,0.00040774353,0.00084111764,0.0009122713,0.005131869,0.003411334,0.003836969,0.011963567,0.024376892,-1061.231,-1067.0809,-1066.0325,-1055.4388,-1053.6996,-754.11426,-835.1523,-818.8539,-334.95026,-237.34753,94,71,79,100,100,74.812,69.106,69.906,79.874,80.24
112,0.00060056354,0.0003648519,0.00040774225,0.00084111764,0.0009122713,0.005131869,0.0035210662,0.0038872506,0.011963567,0.024376892,-1061.3191,-1067.0809,-1066.0325,-1055.4388,-1053.6996,-752.7667,-835.1523,-820.7785,-343.54388,-262.32703,94,71,79,100,100,74.996,68.898,69.744,80.026,80.524
113,0.00060056354,0.0003648519,0.00040774225,0.00083941093,0.0009122713,0.0051057837,0.003570453,0.003956523,0.011963567,0.024923656,-1061.3191,-1067.0809,-1066.0325,-1055.4806,-1053.6996,-752.7667,-835.50183,-822.55884,-371.96722,-241.74652,94,70,79,100,100,75.08,68.494,70.404,79.44,79.714
114,0.00059654756,0.0003623253,0.00039606058,0.00083941093,0.0009122713,0.005093739,0.0034788498,0.003868545,0.012143794,0.024918905,-1061.4172,-1067.1427,-1066.318,-1055.4806,-1053.6996,-748.7791,-842.58264,-822.55884,-372.36462,-258.15674,94,70,79,100,100,74.842,68.918,69.784,79.308,80.23
115,0.00059183146,0.0003623253,0.00039606058,0.0008266679,0.0008936402,0.0051631937,0.0034873437,0.003868545,0.014256846,0.029866343,-1061.5325,-1067.1427,-1066.318,-1055.7921,-1054.155,-746.9251,-829.799,-818.8539,-369.05692,-265.82336,95,70,79,100,100,74.48,68.244,69.34,78.896,79.172
116,0.0005863692,0.0003623253,0.00039606058,0.0008128492,0.0008779734,0.0052363602,0.003394338,0.0036277012,0.014214818,0.02989439,-1061.666,-1067.1427,-1066.318,-1056.1299,-1054.538,-751.4029,-858.80194,-820.7785,-365.2986,-270.1364,94,70,76,99,100,74.916,68.178,68.902,78.778,79.51
117,0.0005781601,0.0003623253,0.00039606058,0.00078660285,0.00087645045,0.0052363602,0.0033943104,0.003836969,0.014214818,0.029914534,-1061.8667,-1067.1427,-1066.318,-1056.7715,-1054.5752,-753.0857,-859.239,-823.33887,-363.8596,-270.52368,94,70,76,99,100,74.644,67.758,69.512,78.774,79.768
118,0.0005720238,0.0003562868,0.00039606058,0.0007740249,0.00086525816,0.005342518,0.0034065773,0.003836969,0.012135003,0.029930133,-1062.0167,-1067.2903,-1066.318,-1057.0789,-1054.8488,-753.0857,-845.532,-821.6025,-355.31284,-277.7226,95,70,77,100,100,74.476,68.578,69.66,78.714,79.678
119,0.0005624873,0.00035518358,0.00039594522,0.0007740244,0.00086525816,0.0053815693,0.0034065775,0.0038860885,0.012135003,0.029941492,-1062.2499,-1067.3173,-1066.3208,-1057.0789,-1054.8488,-753.9507,-839.80133,-821.6025,-372.36462,-268.68616,94,71,77,100,100,74.482,68.182,69.056,78.764,79.984
120,0.0005624873,0.0003551446,0.0003959446,0.0007671688,0.00086525816,0.0053815693,0.0034305777,0.0038860885,0.012135003,0.029951489,-1062.2499,-1067.3182,-1066.3209,-1057.2465,-1054.8488,-746.9251,-846.82623,-821.6025,-372.6568,-275.08417,94,71,77,100,100,74.558,68.018,69.27,78.804,79.594
121,0.0005571626,0.00035514438,0.00039579798,0.00075195957,0.0008650297,0.0053815693,0.0034334327,0.0038860885,0.011839362,0.04907381,-1062.38,-1067.3182,-1066.3245,-1057.6183,-1054.8544,-739.7622,-848.47485,-823.33887,-372.36462,-276.32642,94,71,77,100,100,74.546,67.334,69.142,78.56,79.292
122,0.0005551965,0.0003539319,0.00039579778,0.0007516037,0.0008645402,0.005342518,0.0034334327,0.003916405,0.011839362,0.049078625,-1062.4281,-1067.3479,-1066.3245,-1057.627,-1054.8663,-743.4397,-848.47485,-823.33887,-414.09344,-281.66418,95,71,78,100,100,74.776,68.068,68.612,78.474,78.81
123,0.0005551965,0.0003539319,0.00039579778,0.0007515984,0.00086453324,0.005372711,0.0034334327,0.0038860831,0.011591668,0.049078625,-1062.4281,-1067.3479,-1066.3245,-1057.6271,-1054.8665,-743.4397,-839.80133,-821.4533,-397.28452,-280.04736,95,75,80,100,100,75.222,67.472,69.202,78.542,79.578
124,0.00054750504,0.00035384405,0.00039579778,0.0007515984,0.00086453324,0.005372711,0.0034627079,0.0038888068,0.011591668,0.049078625,-1062.6161,-1067.35,-1066.3245,-1057.6271,-1054.8665,-743.9178,-830.1697,-821.4533,-397.28452,-278.10522,95,75,80,100,100,75.036,66.456,68.914,78.366,79.744
125,0.00054750434,0.0003511401,0.00039343684,0.0007515984,0.00086453324,0.005342518,0.0035231176,0.0039059194,0.013281688,0.049078625,-1062.6161,-1067.4161,-1066.3822,-1057.6271,-1054.8665,-743.4397,-832.0507,-821.4533,-397.28452,-275.40247,95,75,80,100,100,74.524,68.13,68.962,78.438,79.84
126,0.0005444097,0.0003511401,0.00039343684,0.0007515984,0.00086453324,0.0053332206,0.0035231176,0.003917286,0.011591668,0.030926155,-1062.6918,-1067.4161,-1066.3822,-1057.6271,-1054.8665,-736.0978,-831.42236,-821.4533,-397.28452,-286.23694,95,75,80,100,100,74.6,67.216,69.158,78.376,79.558
127,0.0005432376,0.0003511401,0.00039343684,0.0007515984,0.00086453324,0.005342518,0.0034679966,0.003906247,0.013452835,0.030926155,-1062.7203,-1067.4161,-1066.3822,-1057.6271,-1054.8665,-735.2903,-824.7688,-817.1191,-407.62878,-283.02814,94,76,80,100,100,74.684,67.762,68.898,78.472,79.654
128,0.0005373671,0.0003511401,0.00039343684,0.0007515984,0.00086453324,0.0053700665,0.0035166482,0.003836969,0.015207891,0.058945473,-1062.8639,-1067.4161,-1066.3822,-1057.6271,-1054.8665,-739.02783,-831.1678,-822.37134,-414.7844,-322.61127,94,76,81,99,100,74.374,68.462,69.258,78.208,78.96
129,0.000536533,0.0003511401,0.00039343684,0.0007515984,0.00086453324,0.005342518,0.003437659,0.0037103014,0.013452494,0.030926155,-1062.8843,-1067.4161,-1066.3822,-1057.6271,-1054.8665,-743.8375,-831.42236,-821.96674,-414.09344,-313.4712,94,76,82,100,100,74.916,67.818,69.006,78.78,79.352
130,0.000536533,0.0003511401,0.00039343684,0.0007515984,0.00086453324,0.005342518,0.003439699,0.0037106918,0.015207891,0.03387201,-1062.8843,-1067.4161,-1066.3822,-1057.6271,-1054.8665,-744.61426,-845.45953,-822.37134,-414.09344,-353.5588,94,75,80,99,100,74.412,68.102,68.842,78.38,79.5
131,0.000536533,0.0003511401,0.00039343684,0.0007515984,0.00086453324,0.005342518,0.003441584,0.0037109763,0.015207891,0.03387201,-1062.8843,-1067.4161,-1066.3822,-1057.6271,-1054.8665,-744.29126,-832.1623,-821.96674,-414.09344,-352.9817,94,75,80,99,100,74.578,67.344,68.446,78.46,79.424
132,0.00053402415,0.0003511401,0.00039343684,0.0007515984,0.0008630854,0.0053365272,0.003443358,0.0036676172,0.015207891,0.04692081,-1062.9456,-1067.4161,-1066.3822,-1057.6271,-1054.9019,-743.4397,-824.7688,-811.0697,-414.09344,-352.9817,94,77,84,99,100,74.604,66.632,68.696,78.69,79.238
133,0.000532605,0.0003511401,0.00039343684,0.0007515984,0.00084124523,0.005258713,0.0035148794,0.0036676172,0.013452494,0.030476453,-1062.9802,-1067.4161,-1066.3822,-1057.6271,-1055.4358,-743.8375,-832.1623,-817.1191,-414.09344,-322.61127,94,75,83,100,100,74.544,66.704,68.178,79.356,79.788
134,0.000532605,0.0003511401,0.00039343684,0.0007492647,0.00084120675,0.0052447002,0.0035148794,0.003711309,0.013452494,0.030476453,-1062.9802,-1067.4161,-1066.3822,-1057.6842,-1055.4366,-747.3679,-839.01306,-819.71765,-414.09344,-322.61127,94,76,83,100,100,74.332,67.114,68.46,78.786,79.492
135,0.000532605,0.0003511401,0.00038875343,0.0007492647,0.00084120675,0.005342518,0.0035148794,0.003749013,0.014238556,0.030476453,-1062.9802,-1067.4161,-1066.4967,-1057.6842,-1055.4366,-748.1071,-839.01306,-817.1191,-407.62878,-322.61127,94,76,83,99,100,74.672,67.144,68.338,78.726,79.674
136,0.000532605,0.0003511401,0.00038875343,0.0007428908,0.00084120675,0.005318977,0.0035148794,0.00374971,0.014238556,0.030476453,-1062.9802,-1067.4161,-1066.4967,-1057.84,-1055.4366,-744.61426,-827.19763,-817.1191,-407.62878,-345.63956,94,77,84,99,100,74.872,67.864,68.842,78.656,79.67
137,0.0005319894,0.0003511401,0.00038875343,0.0007428908,0.00084120675,0.005318977,0.0035148794,0.0037503499,0.014238556,0.030476453,-1062.9954,-1067.4161,-1066.4967,-1057.84,-1055.4366,-744.61426,-826.3195,-809.1232,-407.62878,-337.21402,94,77,84,99,100,74.402,67.398,69.362,78.656,79.678
138,0.00053198857,0.0003511401,0.00038875343,0.00074234535,0.00084120675,0.005318977,0.0035148794,0.0037508658,0.014238556,0.030476453,-1062.9954,-1067.4161,-1066.4967,-1057.8533,-1055.4366,-744.12225,-826.3195,-810.388,-407.62878,-356.5562,94,77,84,99,100,74.842,67.08,68.75,78.804,79.526
139,0.00053198857,0.0003511401,0.0003767432,0.00074234535,0.00084120675,0.005318977,0.0035133176,0.0037514688,0.014238556,0.030476453,-1062.9954,-1067.4161,-1066.7903,-1057.8533,-1055.4366,-744.12225,-827.19763,-810.388,-414.09344,-356.5562,94,77,84,99,100,74.684,66.638,68.62,78.272,79.232
140,0.00052838674,0.0003511401,0.0003767432,0.00074234535,0.00084120675,0.00535814,0.0035133108,0.0037514688,0.014238556,0.030476453,-1063.0834,-1067.4161,-1066.7903,-1057.8533,-1055.4366,-744.61426,-826.25037,-803.2851,-414.09344,-356.5562,95,77,84,99,100,74.892,65.428,68.638,78.366,79.912
141,0.00052788644,0.0003511401,0.0003767432,0.00074234535,0.00084120675,0.0053509427,0.0035133108,0.0037514688,0.014238556,0.030476453,-1063.0956,-1067.4161,-1066.7903,-1057.8533,-1055.4366,-747.99304,-818.67395,-803.2851,-414.09344,-356.5562,94,77,84,99,100,74.526,67.108,69.254,78.502,79.122
142,0.00052651373,0.0003511401,0.0003767432,0.00074234535,0.0008203156,0.0053504296,0.0034639477,0.0037514688,0.014238556,0.030476453,-1063.1292,-1067.4161,-1066.7903,-1057.8533,-1055.9474,-747.79254,-818.32587,-803.2851,-414.09344,-356.5562,94,77,84,99,100,74.974,67.59,69.626,78.05,79.496
143,0.0005232105,0.0003511401,0.0003767432,0.00074234535,0.0008153808,0.00535814,0.0034654147,0.0037514688,0.014238556,0.030476453,-1063.21,-1067.4161,-1066.7903,-1057.8533,-1056.068,-742.76385,-818.32587,-804.4531,-401.1209,-289.17328,94,77,84,100,100,74.56,69.006,69.736,78.214,79.666
144,0.00052316627,0.0003511401,0.0003736893,0.0007410008,0.0007987785,0.00535814,0.003466778,0.0037514688,0.014238556,0.030476453,-1063.211,-1067.4161,-1066.8649,-1057.8861,-1056.4739,-742.76385,-821.1281,-804.4531,-394.94012,-289.17328,95,77,84,100,100,74.968,67.55,69.352,78.512,79.342
145,0.0005225975,0.0003511401,0.00036985643,0.00074099965,0.0007987785,0.00535814,0.0034680462,0.0037629586,0.014238556,0.030476453,-1063.2249,-1067.4161,-1066.9586,-1057.8862,-1056.4739,-742.76385,-821.1281,-804.4531,-410.14374,-289.17328,94,77,84,100,100,74.97,68.342,69.64,78.344,79.442
146,0.0005225975,0.0003511401,0.000369732,0.00074099854,0.0007987785,0.00535814,0.0034692253,0.0037514688,0.015207891,0.030476453,-1063.2249,-1067.4161,-1066.9617,-1057.8862,-1056.4739,-745.0946,-821.1281,-804.4531,-413.1899,-286.09845,94,77,84,100,100,74.58,68.984,69.806,78.256,78.908
147,0.00051540683,0.0003511401,0.0003692081,0.00074047386,0.0007987785,0.00535814,0.0034703452,0.003751791,0.015207891,0.03522752,-1063.4006,-1067.4161,-1066.9744,-1057.899,-1056.4739,-744.61426,-821.1281,-804.4531,-413.1899,-289.41016,95,81,84,100,100,74.568,68.714,69.112,78.592,79.536
148,0.0005135344,0.0003511401,0.00036855758,0.00074047386,0.0007987785,0.005268388,0.003471428,0.003751791,0.015207891,0.03601266,-1063.4464,-1067.4161,-1066.9904,-1057.899,-1056.4739,-742.76385,-817.1904,-801.79224,-413.1899,-289.41016,95,81,84,100,100,75.108,67.704,68.78,79.098,80.502
149,0.00051225134,0.0003511401,0.00036855455,0.00074047386,0.0007987785,0.005265601,0.0034724977,0.0038922406,0.015207891,0.039412823,-1063.4778,-1067.4161,-1066.9904,-1057.899,-1056.4739,-742.3311,-831.5055,-810.1695,-413.1899,-289.41016,95,77,84,100,100,74.918,68.37,69.406,78.876,79.83
150,0.0005119216,0.0003511401,0.00036855455,0.0007341106,0.0007987785,0.005265601,0.003473545,0.003921292,0.015207891,0.039415594,-1063.4858,-1067.4161,-1066.9904,-1058.0546,-1056.4739,-740.76776,-832.5684,-810.1695,-356.5562,-200.83179,95,77,84,100,100,74.94,66.756,69.636,79.138,79.846
151,0.00051187107,0.00035113026,0.0003670065,0.0007269841,0.0007795684,0.005373995,0.0034745382,0.003962662,0.015174173,0.039415594,-1063.487,-1067.4164,-1067.0282,-1058.2288,-1056.9434,-740.76776,-832.5684,-810.1695,-357.95566,-197.86584,95,77,84,100,100,75.26,67.966,69.45,78.806,80.428
152,0.000511822,0.00035113026,0.00036573553,0.0007179273,0.0007617668,0.0053768535,0.003475516,0.003936224,0.016450807,0.038597714,-1063.4883,-1067.4164,-1067.0593,-1058.4502,-1057.3785,-742.55444,-832.5684,-813.4222,-368.43787,-289.41016,95,77,84,100,100,75.106,68.8,70.044,79.044,80.09
153,0.0005099891,0.00035113026,0.0003657351,0.0006978488,0.0007617668,0.0053768535,0.0034764982,0.003926095,0.016450807,0.038597714,-1063.5331,-1067.4164,-1067.0593,-1058.941,-1057.3785,-744.61426,-832.5684,-813.4222,-361.76126,-289.41016,95,77,84,100,100,74.952,67.726,69.786,79.31,80.324
154,0.0005099891,0.00035113026,0.0003657351,0.0006978488,0.0007617668,0.0053768535,0.0033047344,0.003926095,0.016534343,0.037755743,-1063.5331,-1067.4164,-1067.0593,-1058.941,-1057.3785,-744.61426,-832.5684,-817.18475,-361.76126,-289.41016,95,77,84,100,100,75.162,68.044,70.234,79.09,80.372
155,0.0005099891,0.00035113026,0.0003657351,0.00069090206,0.0007617668,0.0053768535,0.0033047344,0.003926095,0.01653475,0.037755743,-1063.5331,-1067.4164,-1067.0593,-1059.1108,-1057.3785,-745.361,-832.5684,-817.18475,-361.76126,-289.41016,95,77,82,100,100,74.682,67.744,69.54,79.734,80.364
156,0.0005044651,0.00035113026,0.0003657351,0.00069090206,0.0007617668,0.005374695,0.0033042715,0.003926095,0.01678058,0.03767874,-1063.6681,-1067.4164,-1067.0593,-1059.1108,-1057.3785,-744.6266,-832.5684,-817.18475,-388.16614,-289.41016,95,77,82,100,100,75.106,66.912,69.206,79.766,81.0
