id,view,Expression,Numpy,theta,size,loss_train,loss_val,loss_test,maxloss,R2_train,R2_val,R2_test,mdl_train,mdl_val,mdl_test
0,0,x3,"x[:, 3]",,1,0.2871749699814498,0.41731110700104407,0.2131222272814995,0.41731110700104407,0.6970192139386289,0.7474404806617487,0.7163903300513507,0.2871749699814498,0.41731110700104407,0.2131222272814995
1,0,(x2 * 0.7199278366513979),"(x[:, 2] * t[0])",0.7199278366513979,3,0.6274003491602871,0.2948272932180414,0.24998610282810743,0.2948272932180414,0.3380681785183387,0.8215685175550338,0.6673342005703449,3.923237215164616,3.5906641592223707,3.5458229688324368
2,0,Sqrt((x2 * x3)),"np.sqrt((x[:, 2] * x[:, 3]))",,4,0.298837623880462,0.1000913897919939,0.10205975288254304,0.1000913897919939,0.684714659519723,0.9394240103566179,0.8641852931096343,5.844015068360024,5.6452688342715565,5.647237197362105
3,0,((x4 * -3.0315467630763204e-2) + Sqrt((x2 * x3))),"((x[:, 4] * t[0]) + np.sqrt((x[:, 2] * x[:, 3])))",-3.0315467630763204e-2,8,0.294126874823427,9.417810649891413e-2,9.67238695770031e-2,9.417810649891413e-2,0.6896846833777581,0.9430027696111791,0.871285951367911,15.861408067265932,15.66145929894142,15.664005062019509
4,0,(Sqrt((x2 * x3)) + (-0.13073299224319768 * Sin(x1))),"(np.sqrt((x[:, 2] * x[:, 3])) + (t[0] * np.sin(x[:, 1])))",-0.13073299224319768,9,0.29296988224745935,9.154602021539718e-2,0.10284212245881781,9.154602021539718e-2,0.690905355639538,0.9445957261260417,0.8631441648325162,19.00794375736598,18.806519895333917,18.817815997577338
5,0,(Sqrt((x2 * x3)) + (-0.14884770672450676 * Sin(Sin(x1)))),"(np.sqrt((x[:, 2] * x[:, 3])) + (t[0] * np.sin(np.sin(x[:, 1]))))",-0.14884770672450676,10,0.29295414790923885,9.150301436312108e-2,0.10288801240021613,9.150301436312108e-2,0.6909219559796111,0.9446217535602446,0.8630830973816926,21.087369564707597,20.88591843116148,20.897303429198576
6,0,(Sqrt((x2 * x3)) + (-0.1556070811017618 * Sin((x1 * 1.973889840951741e-2)))),"(np.sqrt((x[:, 2] * x[:, 3])) + (t[0] * np.sin((x[:, 1] * t[1]))))",-0.1556070811017618;1.973889840951741e-2,11,0.2988047137494242,9.992587356837125e-2,0.10208263503154882,9.992587356837125e-2,0.6847493809906502,0.9395241819005321,0.8641548429833851,23.172661672227616,22.973782832046563,22.975939593509743
7,0,(Sqrt((x2 * x3)) + (((Sin(x3) * -0.1354806056870965) * Sin(x1)) * x3)),"(np.sqrt((x[:, 2] * x[:, 3])) + (((np.sin(x[:, 3]) * t[0]) * np.sin(x[:, 1])) * x[:, 3]))",-0.1354806056870965,14,0.2898496066406122,8.091710227715494e-2,0.10813321392997735,8.091710227715494e-2,0.6941973680184432,0.9510284195303931,0.8561031127332361,29.40203119015831,29.193098685794855,29.220314797447678
8,0,(((x1 * 4.2986611887918e-2) + Sqrt((x2 * x3))) + (-0.2895809711266175 * Sin((x3 * Sin(x1))))),"(((x[:, 1] * t[0]) + np.sqrt((x[:, 2] * x[:, 3]))) + (t[1] * np.sin((x[:, 3] * np.sin(x[:, 1])))))",4.2986611887918e-2;-0.2895809711266175,16,0.28352829984874534,7.893776749980014e-2,0.10744544190640291,7.893776749980014e-2,0.7008665930586988,0.9522263263955391,0.8570183565306285,33.55459296672612,33.350002434377174,33.37851010878377
9,0,(Sqrt((x2 * x3)) + (((Sin((x1 * -1.5005550348495482)) * Sin(x3)) * Sin(x1)) * 0.3950454995339553)),"(np.sqrt((x[:, 2] * x[:, 3])) + (((np.sin((x[:, 1] * t[0])) * np.sin(x[:, 3])) * np.sin(x[:, 1])) * t[1]))",-1.5005550348495482;0.3950454995339553,17,0.28171147446020367,7.693111568401985e-2,9.884281614899962e-2,7.693111568401985e-2,0.702783414654927,0.9534407657180741,0.8684661903998117,35.63221768301741,35.427437324241225,35.44934902470621
10,0,(((x1 * 2.811992170248316e-2) + Sqrt((x2 * x3))) + (((Sin(x3) * -0.1721556461322178) * Sin(x1)) * x3)),"(((x[:, 1] * t[0]) + np.sqrt((x[:, 2] * x[:, 3]))) + (((np.sin(x[:, 3]) * t[1]) * np.sin(x[:, 1])) * x[:, 3]))",2.811992170248316e-2;-0.1721556461322178,18,0.28771873108317536,7.680425992097994e-2,0.10900550779508424,7.680425992097994e-2,0.6964455247830558,0.9535175396883834,0.8549423188623348,37.717666481320215,37.506752010158024,37.53895325803212
11,0,(((x1 * 3.7339997759013185e-2) + Sqrt((x2 * x3))) + (-0.28697114394153167 * Sin((x3 * (Sin(x3) * Sin(x1)))))),"(((x[:, 1] * t[0]) + np.sqrt((x[:, 2] * x[:, 3]))) + (t[1] * np.sin((x[:, 3] * (np.sin(x[:, 3]) * np.sin(x[:, 1]))))))",3.7339997759013185e-2;-0.28697114394153167,19,0.28362450177153214,7.373469676854089e-2,0.10676694565751527,7.373469676854089e-2,0.7007650962806597,0.9553752601788099,0.8579212567098494,39.79301379368842,39.58312398868542,39.616156237574394
12,0,(((0.18087793464958826 * Sin((Exp(x2) * (x2 * x2)))) + Sqrt((x2 * x3))) + (-0.14558828997170123 * Sin((x3 * Sin(x3))))),"(((t[0] * np.sin((np.exp(x[:, 2]) * (x[:, 2] * x[:, 2])))) + np.sqrt((x[:, 2] * x[:, 3]))) + (t[1] * np.sin((x[:, 3] * np.sin(x[:, 3])))))",0.18087793464958826;-0.14558828997170123,22,0.28212573782953504,7.365392936454226e-2,0.11137951547697947,7.365392936454226e-2,0.7023463506542427,0.9554241411608635,0.8517831385942506,46.029839654785924,45.821367846320925,45.85909343243336
13,0,((-0.16192198918321266 * Sin((x3 * ((Exp(Sin((x1 * x0))) ^ x1) * (Sin(x1) ^ 2.0))))) + Sqrt((x2 * x3))),"((t[0] * np.sin((x[:, 3] * (np.exp(np.sin((x[:, 1] * x[:, 0]))) ** x[:, 1] * np.sin(x[:, 1]) ** 2.0)))) + np.sqrt((x[:, 2] * x[:, 3])))",-0.16192198918321266,22,0.2932312252009514,7.093744723882539e-2,0.10449333945390443,7.093744723882539e-2,0.6906296286376836,0.9570681746132497,0.8609468289986918,56.34747188165685,56.12517810369473,56.158733995909806
14,0,(Sqrt((x2 * x3)) + (-0.17178677081252425 * Sin((((Sin(Sin(x3)) * (Exp(Sin((x1 * x0))) ^ x1)) * Sin(x1)) * x3)))),"(np.sqrt((x[:, 2] * x[:, 3])) + (t[0] * np.sin((((np.sin(np.sin(x[:, 3])) * np.exp(np.sin((x[:, 1] * x[:, 0]))) ** x[:, 1]) * np.sin(x[:, 1])) * x[:, 3]))))",-0.17178677081252425,24,0.29157003523491265,6.704740216745467e-2,0.10739503385079455,6.704740216745467e-2,0.6923822487972338,0.9594224563396334,0.8570854364039773,57.84105658239581,57.61653394932835,57.65688158101169
15,0,(Sqrt((x2 * x3)) + (-0.2638602603928437 * Sin((((Sin(x3) * (Exp(Sin((x0 * (x1 * x1)))) ^ x1)) * Sin(x1)) * x3)))),"(np.sqrt((x[:, 2] * x[:, 3])) + (t[0] * np.sin((((np.sin(x[:, 3]) * np.exp(np.sin((x[:, 0] * (x[:, 1] * x[:, 1])))) ** x[:, 1]) * np.sin(x[:, 1])) * x[:, 3]))))",-0.2638602603928437,25,0.285109100208633,6.067828946502171e-2,0.10953930894093654,6.067828946502171e-2,0.6991987870668472,0.96327708665201,0.8542319698352789,60.232490920167905,60.00806010942429,60.05692112890021
16,0,(Sqrt((x2 * x3)) + (-0.21888253405631752 * Sin((((Sin(x3) * (Exp(Sin((x0 * ((x3 + (x1 * -0.7039102831037238)) + 0.845817721296843)))) ^ x1)) * Sin(x1)) * x3)))),"(np.sqrt((x[:, 2] * x[:, 3])) + (t[0] * np.sin((((np.sin(x[:, 3]) * np.exp(np.sin((x[:, 0] * ((x[:, 3] + (x[:, 1] * t[1])) + t[2])))) ** x[:, 1]) * np.sin(x[:, 1])) * x[:, 3]))))",-0.21888253405631752;-0.7039102831037238;0.845817721296843,29,0.288387557098099,8.014661162673384e-2,0.10849424385947021,8.014661162673384e-2,0.6957398872696159,0.9514947257107471,0.8556226767859813,69.82735046825086,69.61910952277948,69.64745715501222
17,0,((0.15958824148583706 + Sqrt((x2 * x3))) + (-0.5015926902348997 * Sin((((Sin(x3) * (Exp(Sin(((x1 ^ x1) * (x0 * Sin(x1))))) ^ x1)) * Sin(x1)) * x3)))),"((t[0] + np.sqrt((x[:, 2] * x[:, 3]))) + (t[1] * np.sin((((np.sin(x[:, 3]) * np.exp(np.sin((x[:, 1] ** x[:, 1] * (x[:, 0] * np.sin(x[:, 1]))))) ** x[:, 1]) * np.sin(x[:, 1])) * x[:, 3]))))",0.15958824148583706;-0.5015926902348997,30,0.2656068683533533,5.518073144214099e-2,0.1376649624287423,5.518073144214099e-2,0.7197744017795272,0.9666042461464478,0.8168041172620664,72.20246505230448,71.99203891539325,72.07452314637986
18,0,(((x1 * 3.246471954416711e-2) + Sqrt((x2 * x3))) + (-0.357256503180278 * Sin((((Sin(x3) * (Exp(Sin(((x1 ^ x1) * (x0 * Sin(x1))))) ^ x1)) * Sin(x1)) * x3)))),"(((x[:, 1] * t[0]) + np.sqrt((x[:, 2] * x[:, 3]))) + (t[1] * np.sin((((np.sin(x[:, 3]) * np.exp(np.sin((x[:, 1] ** x[:, 1] * (x[:, 0] * np.sin(x[:, 1]))))) ** x[:, 1]) * np.sin(x[:, 1])) * x[:, 3]))))",3.246471954416711e-2;-0.357256503180278,32,0.2803289839147673,5.178971738200266e-2,0.10658467635308028,5.178971738200266e-2,0.7042419960633477,0.9686565109118226,0.8581638092485122,77.01297771346263,76.78443844692987,76.83923340590094
19,0,(((x1 * 3.583634906150827e-2) + Sqrt((x2 * x3))) + (-0.21887582049399754 * Sin((((Sin(x3) * (Exp(Sin(((x1 ^ (-0.8948371593979195 + Sqrt((x2 * x3)))) * (x3 * x0)))) ^ x1)) * Sin(x1)) * x3)))),"(((x[:, 1] * t[0]) + np.sqrt((x[:, 2] * x[:, 3]))) + (t[1] * np.sin((((np.sin(x[:, 3]) * np.exp(np.sin((x[:, 1] ** (t[2] + np.sqrt((x[:, 2] * x[:, 3]))) * (x[:, 3] * x[:, 0])))) ** x[:, 1]) * np.sin(x[:, 1])) * x[:, 3]))))",3.583634906150827e-2;-0.21887582049399754;-0.8948371593979195,36,0.29251986523291496,6.532044053733194e-2,0.1142037504514083,6.532044053733194e-2,0.691380141129431,0.9604676252601393,0.8480248241323,86.61674968597427,86.38955026127869,86.43843357119276
20,0,(Sqrt((x2 * x3)) + (-0.3236521277742809 * Sin((((Sin((0.393878430060143 * Sin((((Sin(x3) * (Exp(Sin((x1 * x0))) ^ x1)) * Sin(x1)) * x3)))) * (Exp(Sin((x3 * x0))) ^ x3)) * Sin(x1)) * x3)))),"(np.sqrt((x[:, 2] * x[:, 3])) + (t[0] * np.sin((((np.sin((t[1] * np.sin((((np.sin(x[:, 3]) * np.exp(np.sin((x[:, 1] * x[:, 0]))) ** x[:, 1]) * np.sin(x[:, 1])) * x[:, 3])))) * np.exp(np.sin((x[:, 3] * x[:, 0]))) ** x[:, 3]) * np.sin(x[:, 1])) * x[:, 3]))))",-0.3236521277742809;0.393878430060143,40,0.2884609448364905,5.825534148291064e-2,0.11289689306053405,5.825534148291064e-2,0.6956624603453037,0.9647434712448888,0.8497639078403838,96.20427185677131,95.97406625341773,96.02870780499536
21,0,(((x1 * 3.535702081492433e-2) + Sqrt((x2 * x3))) + (-0.30230999593704355 * Sin((((Sin(Sin((((Sin(x3) * (Exp(Sin((x1 * x0))) ^ x1)) * Sin(x1)) * x3))) * (Exp(Sin(Sin(x0))) ^ x1)) * Sin(x1)) * x3)))),"(((x[:, 1] * t[0]) + np.sqrt((x[:, 2] * x[:, 3]))) + (t[1] * np.sin((((np.sin(np.sin((((np.sin(x[:, 3]) * np.exp(np.sin((x[:, 1] * x[:, 0]))) ** x[:, 1]) * np.sin(x[:, 1])) * x[:, 3]))) * np.exp(np.sin(np.sin(x[:, 0]))) ** x[:, 1]) * np.sin(x[:, 1])) * x[:, 3]))))",3.535702081492433e-2;-0.30230999593704355,41,0.28083727859046154,4.791967954098591e-2,0.13223528390117337,4.791967954098591e-2,0.7037057253695522,0.9709986841263629,0.8240295923088203,98.59454346332366,98.36162586427417,98.44594146863436
22,0,((Exp((x0 - ((x3 + 0.38361522893823286) + Sqrt(((x3 + x2) + 1.2401322922632079))))) + Sqrt((x2 * x3))) + (-0.34218924921541544 * Sin((((Sin(x3) * (Exp(Sin((x0 * (x2 * (Exp(Sqrt((x3 ^ -8.240262811026407e-2))) ^ x1))))) ^ x1)) * Sin(x1)) * x3)))),"((np.exp((x[:, 0] - ((x[:, 3] + t[0]) + np.sqrt(((x[:, 3] + x[:, 2]) + t[1]))))) + np.sqrt((x[:, 2] * x[:, 3]))) + (t[2] * np.sin((((np.sin(x[:, 3]) * np.exp(np.sin((x[:, 0] * (x[:, 2] * np.exp(np.sqrt(x[:, 3] ** t[3])) ** x[:, 1])))) ** x[:, 1]) * np.sin(x[:, 1])) * x[:, 3]))))",0.38361522893823286;1.2401322922632079;-0.34218924921541544;-8.240262811026407e-2,45,0.2894155573879649,7.913993371103857e-2,0.12734947012333156,7.913993371103857e-2,0.6946553068971866,0.9521039740299293,0.8305313263167614,112.11021479784799,111.89993917417105,111.94814871058335
23,0,((Sin((((Sin(x3) * (Exp(Sin((x0 * Exp(x3)))) ^ (Sin((x3 * (x2 * x3))) * (((x2 * x0) + (x2 + -0.7727715091704854)) * Sin(x1))))) * Sin(x1)) * x3)) * -9.698589799937919e-2) + ((x1 * 7.132888675511253e-3) + Sqrt((x2 * x3)))),"((np.sin((((np.sin(x[:, 3]) * np.exp(np.sin((x[:, 0] * np.exp(x[:, 3])))) ** (np.sin((x[:, 3] * (x[:, 2] * x[:, 3]))) * (((x[:, 2] * x[:, 0]) + (x[:, 2] + t[0])) * np.sin(x[:, 1])))) * np.sin(x[:, 1])) * x[:, 3])) * t[1]) + ((x[:, 1] * t[2]) + np.sqrt((x[:, 2] * x[:, 3]))))",-0.7727715091704854;-9.698589799937919e-2;7.132888675511253e-3,44,0.29731102271439863,8.41851616045895e-2,0.10180410421394731,7.624310621370448e-2,0.68632528324966,0.9490505678052443,0.8645254942958178,105.8047030258427,105.5915771647329,105.60919610734226
