Complexity,Loss,Equation
1,0.14150095,"7.80694"
3,0.03944301,"x2 + 4.420609"
4,0.03478823,"sqrtabs(x2 * 18.030037)"
5,0.03196025,"(x2 * 1.3538556) + 3.2223592"
6,0.015875341,"exp(x3) + (x2 + 4.2613926)"
7,0.013793635,"(x2 + (-0.65154976 / x3)) + 4.0613556"
9,0.0053869584,"(((x2 + -3.2119422) / -0.360489) / x3) + 7.45585"
13,0.004366903,"((((x2 + x3) + 1.2717841) * (x2 + -2.9647682)) / 2.0620983) + 7.1901417"
15,0.004366893,"(((((x2 + x3) + -0.78996664) * (x2 + -2.9649746)) / 2.0607667) + x2) + 4.225216"
16,0.0027001533,"x2 + (((x3 + 2.293538) / exp(((164.6603 / x2) + -42.90386) / x2)) + 4.296078)"
21,0.0020538135,"x2 + ((((x2 + -3.0230565) / (x2 / (x3 + 2.4074311))) / (((33.35213 / x2) + -7.9471006) / x2)) + 4.259712)"
23,0.0019857055,"x2 + ((((x2 + -2.64414) / ((x2 / ((x2 + (x3 + -1.2457371)) * (x2 + -3.0126965))) / x2)) / 1.3454139) + 4.2990575)"
25,0.0019141587,"x2 + (((x2 / ((0.4861957 / (((x3 + x2) + -1.2669792) * (x2 + -2.969295))) / ((x2 * x2) + -6.7116075))) / 68.34728) + 4.3035727)"
27,0.0018915996,"(x2 + (((x2 + -1.9317786) / ((0.2912171 / (((x3 + x2) + -1.280543) * ((x2 * x2) + -4.7655687))) / (x2 + -2.969295))) / 68.34728)) + 4.3061857"
29,0.0018848359,"x2 + (((x2 / (((x1 + 3.367592) / (x2 * (x2 + -2.7443762))) / (x2 + -2.7443106))) / (4.6375527 / (x3 + ((x2 + -5.0243835) + x2)))) + 4.3765674)"
31,0.0017972201,"x2 + (((x2 / (((x2 + x2) / ((x2 + -2.6504397) * x2)) / (x2 + -2.8099196))) / ((x2 / (x2 + (x3 + (-4.9770174 + x2)))) + -0.3245369)) + 4.3595896)"
36,0.001773325,"(x2 + (((x2 + sin(x3 + (x2 + -2.0022364))) / (((x2 + x2) / ((x2 + -2.8764825) * x2)) / (x2 + -2.6260455))) / (x2 / (x3 + ((x2 + -4.875109) + x2))))) + 4.338882"
38,0.0016051065,"(x2 + (((4.3765674 + sin(x2 * ((x2 + x3) + x1))) / (((x2 + 3.367592) / (x2 * (x2 + -2.7443106))) / (x2 + -2.7443106))) / (4.6375527 / (x3 + ((x2 + -5.0243835) + x2))))) + 4.3765674"
42,0.0016028093,"(x2 + (((4.338882 + sin(x2 * ((x2 + x3) + x1))) / (((((x2 + -6.8061814) + x2) + 6.2707043) / (x2 * (x2 + -2.7443762))) / (x2 + -2.7443106))) / (4.6375527 / (x3 + ((x2 + -5.0243835) + x2))))) + 4.3765674"
47,0.0015729098,"x2 + (((((sin(x2 + 5.559564) + x2) + sin(x2 * (x2 + (x3 + x1)))) / (((((x2 + -6.9641395) + x2) + 6.1126604) / (x2 * (x2 + -2.7501972))) / (x2 + -2.7502015))) / (4.3900847 / (x3 + ((x2 + -5.03628) + x2)))) + 4.378568)"
49,0.0015385089,"(x2 + ((((sin(x2 + (x1 + x2)) + x2) + sin(x2 * (x2 + (x3 + x1)))) / (((((x2 + -6.8061814) + x2) + 6.2707043) / (x2 * (x2 + -2.7443762))) / (x2 + -2.7443106))) / (4.6375527 / (x3 + ((x2 + -5.0243835) + x2))))) + 4.3765674"
