Complexity,Loss,Equation
1,0.03447771,"0.5276426"
3,0.007091013,"powabs(x0, -0.15539357)"
4,0.0017537473,"2.087425 / log(x0)"
5,0.0012307169,"powabs(x0 / -5.634769, -0.266943)"
7,0.0012199066,"powabs((x0 / -2.363647) + 9.559941, -0.22561707)"
9,0.0010921693,"powabs(x0 / x1, (x1 + 3.8150928) / -34.808983)"
11,0.0010094153,"powabs((x0 / x1) + -0.2732713, (x1 + 3.5222425) / -33.13445)"
12,0.00094702677,"powabs(x0 / x1, (sqrtabs(x0) / powabs(x1, x1)) + -0.25666595)"
13,0.0008133282,"(x0 / powabs(x1, x1 + 1.5566219)) + powabs(x0 / x1, -0.2654573)"
15,0.00036241367,"powabs((x1 + (x0 / 3.324267)) / x1, (x0 / powabs(6.443231, x1)) + -0.41045028)"
17,0.00034176902,"((x0 / 5.059213) / powabs(x1, x1)) + powabs(((x0 / 3.1034055) + x1) / x1, -0.3977633)"
19,0.00031177595,"((x0 + -40.74928) / powabs(x1, x1 + 1.1721939)) + powabs((x1 + x0) / (x1 + 4.382195), -0.33077753)"
21,0.0003086961,"powabs(((x1 + (-2.3385673 + (x0 + x1))) / 2.1534536) / x1, -0.3495027) + (x0 / powabs(x1, x1 + 1.223613))"
23,0.00028545863,"(((-47.375225 / 1.383458) + x0) / powabs(x1, x1 + 1.085587)) + powabs((x1 + (x0 / 2.0381625)) / (x1 + 1.085587), -0.36409175)"
25,0.00027405933,"((powabs(x1, -0.36413723) / x0) + powabs((x1 + (x0 / 2.3571732)) / x1, -0.36413723)) + ((x0 + -26.096605) / powabs(x1, x1 + 1.1257497))"
29,0.00026841712,"((0.46602666 / powabs(x0 / 1.9460703, 1.5023097)) + powabs((x1 + (x0 / 2.3571732)) / (x1 + 0.24194479), -0.36413723)) + ((x0 + -26.096605) / powabs(x1, x1 + 1.1257497))"
34,0.00022773171,"powabs(((x0 / 2.0432231) + x1) / (powabs(1.492665 / powabs(x0 + x0, x1), x0 / powabs(x1, x1)) + x1), -0.35063082) + ((log(x1) + x0) / powabs(x1, x1 + 1.1367815))"
35,0.00021992852,"powabs(((x0 / 2.0432231) + x1) / (powabs(-0.35063082 / x0, (powabs(x0 + 1.492665, 1.3901862) + -6.5437083) / powabs(x1, x1)) + x1), -0.35063082) + ((1.1367815 + x0) / powabs(x1, x1 + 1.1367815))"
36,0.00021021102,"(sin((x0 / 4.031648) + powabs(x1, 1.492665)) / 98.66871) + powabs(((x0 / 4.031648) + x1) / x1, -45.610916 / (((powabs(x0 / x1, 1.383458) / (powabs(x1, 1.492665) + -6.5437083)) / x1) + 98.74802))"
38,0.00020932424,"(sin((x0 / 4.031648) + (powabs(x1, 1.492665) + -6.5437083)) / 98.74802) + powabs(((x0 / 4.031648) + x1) / x1, -45.610916 / (((powabs(x0 / x1, 1.383458) / (powabs(x1, 1.492665) + -6.5437083)) / x1) + 98.74802))"
39,0.00019377512,"(sin((powabs(x1, 1.492665) + sin(x0)) + (x0 / 4.031648)) / 98.66871) + powabs(((x0 / 4.031648) + x1) / x1, -45.610916 / (((powabs(x0 / x1, 1.383458) / (powabs(x1, 1.492665) + -6.5437083)) / x1) + 98.74802))"
43,0.0001927233,"(sin((-0.15539357 / 3.164714) + ((powabs(x1, 1.492665) + sin(x0)) + (x0 / 4.031648))) / 98.66871) + powabs(((x0 / 4.031648) + x1) / x1, -45.610916 / (((powabs(x0 / x1, 1.383458) / (powabs(x1, 1.492665) + -6.5437083)) / x1) + 98.74802))"
47,0.00019209684,"(sin((-0.15539357 / 3.164714) + ((-0.15539357 / x1) + ((powabs(x1, 1.492665) + sin(x0)) + (x0 / 4.031648)))) / 98.66871) + powabs(((x0 / 4.031648) + x1) / x1, -45.610916 / (((powabs(x0 / x1, 1.383458) / (powabs(x1, 1.492665) + -6.5437083)) / x1) + 98.74802))"
