Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,0.0826156,1,0.00022729847818656095,0.00015258622461521352,0.00022729847818656095,0.00015258622461521352,-1.5665890806815241e-10,-0.0029755093905974306
1,powabs(0.07949366, powabs(x0, 0.08530867)),5,0.00010846154973499055,0.00014908631053948526,0.00010846154973499055,0.00014908631053948526,0.5228232471360434,0.02003002804752374
2,0.17146097 / (sqrtabs(x0) + 1.1450071),6,0.0001077365991115435,0.00015205641251457694,0.0001077365991115435,0.00015205641251457694,0.5260126685054448,0.0005070367098600759
3,0.09230759 / powabs(x0 - -0.47887516, 0.3615486),7,0.00010757457222022198,0.00015423762351645585,0.00010757457222022198,0.00015423762351645585,0.52672550606001,-0.013830438519078392
4,sqrtabs(((0.874874 / powabs(x1, x0)) * 0.0141087845) + 0.0053439764),10,0.00010028710470326336,0.00012788312860088487,0.00010028710470326336,0.00012788312860088487,0.5587867304740111,0.15940219128963662
5,0.11153275 / powabs(powabs(x0 - -0.94529235, powabs(0.5121808, x5)), 0.5121808),11,9.068809571012145e-05,0.00013644553254472418,9.068809571012145e-05,0.00013644553254472418,0.6010175851248154,0.10312003686293847
6,sqrtabs(powabs((x5 * 0.089353226) + 0.19526497, powabs(x0, 0.29332444)) * -0.032165904),12,8.963766463284433e-05,0.00013251256646345502,8.963766463284433e-05,0.00013251256646345502,0.6056389582454023,0.12897209964727163
7,sin(sqrtabs(powabs((x5 * 0.089353226) + 0.19526497, powabs(x0, 0.29332444)) * -0.032165904)),13,8.953631538660536e-05,0.00013213696753053473,8.953631538660536e-05,0.00013213696753053473,0.6060848444082285,0.13144097606139282
8,sqrtabs(powabs((x5 * 0.089353226) + 0.19526497, powabs(x0, 0.29332444) * 1.0048115) * -0.032165904),14,8.942871597454424e-05,0.00013286490650209814,8.942871597454424e-05,0.00013286490650209814,0.6065582281850863,0.12665610794731352
9,0.11153275 / powabs(powabs(x0 - -0.94529235, powabs(powabs(0.05814653, x5), powabs(0.36956763, x0))), 0.5121808),15,8.893618072903237e-05,0.00013700501044466862,8.893618072903237e-05,0.00013700501044466862,0.608725137746112,0.0994424923591366
10,sqrtabs((powabs((x0 * -2.0381577) / x1, powabs(0.29418814, x5) * x0) * 0.0141087845) + 0.004561291),16,7.138241343265605e-05,8.373188445575267e-05,7.138241343265605e-05,8.373188445575267e-05,0.6859529636390711,0.4496159160106127
11,sqrtabs((powabs((x0 * (-2.0381577 + x5)) / x1, powabs(0.29418814, x5) * x0) * 0.0141087845) + 0.004561291),18,7.092707651857572e-05,8.481618483957485e-05,7.092707651857572e-05,8.481618483957485e-05,0.6879562190844415,0.44248862301585545
12,sqrtabs((powabs(x0 * ((x0 + 1.1450071) / x1), powabs(0.28742915, x5) * (x0 * 0.874874)) * 0.0141087845) + 0.004561291),20,6.823247119929885e-05,6.660810325903116e-05,6.823247119929885e-05,6.660810325903116e-05,0.6998111392809918,0.5621734762476887
13,sqrtabs((powabs(((x0 + sin(x7)) * (1.1450464 + x0)) / x1, powabs(0.29418814, x5) * x0) * 0.0141087845) + 0.004561291),21,6.791240435468706e-05,6.328719245465263e-05,6.791240435468706e-05,6.328719245465263e-05,0.7012192738501957,0.5840023943827416
14,sqrtabs((powabs(x0 * ((1.1450464 + x0) / x1), ((powabs(0.4061365, x5) + -6.483615e-5) * x0) * 0.874874) * 0.0141087845) + 0.004561291),22,6.366377209244735e-05,6.306195345065107e-05,6.366377209244735e-05,6.306195345065107e-05,0.7199111379436196,0.5854829291121562
15,sqrtabs((powabs((x3 + x0) * ((1.1450464 + x0) / x1), ((powabs(0.4061365, x5) + -6.483615e-5) * x0) * 0.874874) * 0.0141087845) + 0.004561291),24,6.0393923308835274e-05,5.801626591999956e-05,6.0393923308835274e-05,5.801626591999956e-05,0.734296842635582,0.6186491014454902
16,sqrtabs(((((-0.6886698 / x1) * -0.06047321) * (x0 + x5)) * ((x5 + x0) + x4)) + ((-0.030901484 + (powabs(-0.23169607, x0) * -0.20230192)) * -0.06047321)),26,5.753230597564586e-05,7.64921719534776e-05,5.753230597564586e-05,7.64921719534776e-05,0.7468865324411116,0.49720379200087317
