Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,0.0826156,1,0.00022729847818656095,0.00015258622461521352,0.00022729847818656095,0.00015258622461521352,-1.5665890806815241e-10,-0.0029755093905974306
1,powabs(0.07949366, powabs(x0, 0.08530867)),5,0.00010846154973499055,0.00014908631053948526,0.00010846154973499055,0.00014908631053948526,0.5228232471360434,0.02003002804752374
2,0.17146097 / (sqrtabs(x0) + 1.1450071),6,0.0001077365991115435,0.00015205641251457694,0.0001077365991115435,0.00015205641251457694,0.5260126685054448,0.0005070367098600759
17,sqrtabs(sin(((((-0.6886698 / x1) * -0.06047321) * (x0 + x5)) * ((x5 + x0) + x4)) + ((-0.030901484 + (powabs(-0.23169607, x0) * -0.20230192)) * -0.06047321))),27,5.75314289045202e-05,7.648734235024864e-05,5.75314289045202e-05,7.648734235024864e-05,0.7468903911168616,0.4972355378139106
18,sqrtabs((((-0.6886698 / (x1 + x0)) * -0.06047321) * ((x0 + x5) * ((x5 + x0) + x4))) + ((-0.030901484 + (powabs(-0.23169607, x0) * -0.20230192)) * -0.06047321)),28,5.6951266608206876e-05,6.779401516545088e-05,5.6951266608206876e-05,6.779401516545088e-05,0.7494428160210356,0.5543782732309472
19,sin(sqrtabs((((-0.6886698 / (x1 + x0)) * -0.06047321) * ((x0 + x5) * ((x5 + x0) + x4))) + ((-0.030901484 + (powabs(-0.23169607, x0) * -0.20230192)) * -0.06047321))),29,5.688367360866527e-05,6.703023639857547e-05,5.688367360866527e-05,6.703023639857547e-05,0.7497401915252249,0.5593987224864445
20,sqrtabs((((-0.6886698 / (x1 + x0)) * -0.06047321) * ((x0 + x5) * ((x5 + (x0 + x3)) + x4))) + ((-0.030901484 + (powabs(-0.23169607, x0) * -0.20230192)) * -0.06047321)),30,5.130113104564752e-05,6.125274339892692e-05,5.130113104564752e-05,6.125274339892692e-05,0.7743005960137683,0.5973751780867842
21,sqrtabs(sin((((-0.6886698 / (x1 + 0.7386414)) * -0.06047321) * ((x0 + x5) * ((x5 + (x0 + x3)) + x4))) + ((-0.030901484 + (powabs(-0.23169607, x0) * -0.20230192)) * -0.06047321))),31,5.1260200202325855e-05,6.512343085951136e-05,5.1260200202325855e-05,6.512343085951136e-05,0.7744806713211554,0.5719324833922829
22,sqrtabs(((x5 + (x0 + x3)) * ((4.070894 * (0.013502881 / ((x1 + x0) + x0))) * ((x0 + x4) + x5))) + (((powabs(-0.16693544, x0) * 0.38017523) + 0.04399535) * 0.036459815)),32,4.87852579294088e-05,6.464193607329618e-05,4.87852579294088e-05,6.464193607329618e-05,0.7853691836114727,0.5750974314712521
23,sqrtabs((((((x5 + x0) + x3) + (x5 + (x5 + x4))) + -0.032165904) * ((6.985416 * (0.06463706 / x1)) * (-0.11170623 * x0))) + (((powabs(0.15548697, x0) * 0.15548697) + 0.022286791) * -0.08507834)),34,4.830220915263267e-05,7.743236518152666e-05,4.830220915263267e-05,7.743236518152666e-05,0.787494357438881,0.49102374013704286
24,sqrtabs(((((x7 + x0) + (x3 + (x5 + x4))) + x5) * (((-0.08507834 + 6.985416) * (0.06463706 / x1)) * (-0.11170623 * x0))) + sin(((powabs(0.15548697, x0) * 0.15548697) + 0.022286791) * -0.08507834)),35,4.761815938806347e-05,8.103430437077116e-05,4.761815938806347e-05,8.103430437077116e-05,0.7905038354175012,0.4673475740726636
25,sqrtabs((((((x5 + x0) + x3) + (x5 + x4)) + x5) * ((6.985416 * (0.0628269 / (x1 + x0))) * (-0.11170623 * (x0 + x7)))) + (((powabs(0.15548697, x0) * 0.15548697) + 0.022286791) * -0.08507834)),36,4.2872238162583234e-05,6.088730874121173e-05,4.2872238162583234e-05,6.088730874121173e-05,0.8113835230603212,0.5997772429710497
26,sqrtabs((((((x5 + x0) + x3) + (x5 + x4)) + x5) * (((x3 + 6.985416) * (0.0628269 / (x1 + x0))) * (-0.11170623 * (x0 + x7)))) + (((powabs(0.15548697, x0) * 0.15548697) + 0.022286791) * -0.08507834)),38,4.163175907097047e-05,6.001314829371739e-05,4.163175907097047e-05,6.001314829371739e-05,0.8168410127087514,0.6055232500062572
27,sqrtabs((((((x5 + x0) + x3) + (x5 + x4)) + (x4 + x5)) * (((x3 + 6.985416) * (0.0628269 / (x1 + x0))) * (-0.11170623 * (x0 + x7)))) + (((powabs(0.15548697, x0) * 0.15548697) + 0.022286791) * -0.08507834)),40,4.1323996391685045e-05,6.284011043555144e-05,4.1323996391685045e-05,6.284011043555144e-05,0.8181950150839061,0.5869411414221823
28,sqrtabs((((((x3 + x0) + x3) + (x5 + x4)) + x5) * ((((x5 + x5) + 6.985416) * (0.0628269 / (x1 + x0))) * (-0.11170623 * (x0 + sin(x7))))) + sin(((powabs(0.15548697, x0) * 0.15548697) + 0.022286791) * -0.08507834)),42,4.103648198342822e-05,6.016334214196158e-05,4.103648198342822e-05,6.016334214196158e-05,0.8194599351599037,0.6045359999984015
29,sqrtabs(((((x3 + x3) + x4) + 7.565461) * ((0.06056609 / (x1 + x0)) * (((x0 + sin(x7)) * -0.11040098) * ((x5 + (x0 + x5)) + ((x3 + x5) + x4))))) + (((powabs(0.15558448, x0) * 0.15646528) + 0.021085052) * -0.08654666)),43,3.984926008570475e-05,6.383556900090451e-05,3.984926008570475e-05,6.383556900090451e-05,0.8246831197028948,0.5803978209869332
30,sqrtabs((((((x3 + x0) + x3) + (x5 + x4)) + x5) * (((((x4 + (x4 + x5)) + (x0 * x5)) + 6.985416) * (0.0628269 / (x1 + x0))) * (-0.11170623 * (x0 + x7)))) + (((powabs(0.15548697, x0) * 0.15548697) + 0.022286791) * -0.08507834)),46,3.9819920966944064e-05,6.308966540282059e-05,3.9819920966944064e-05,6.308966540282059e-05,0.8248121972004625,0.5853007736822443
31,sqrtabs((((((x3 + x0) + x3) + (x5 + x4)) + x5) * (((((x4 + (x4 + x5)) + (x0 * x5)) + 6.985416) * (0.0628269 / (x1 + x0))) * (-0.11170623 * (x0 + sin(x7))))) + (((powabs(0.15548697, x0) * 0.15548697) + 0.022286791) * -0.08507834)),47,3.972785527734326e-05,6.229498867650487e-05,3.972785527734326e-05,6.229498867650487e-05,0.825217240341753,0.5905243205416499
32,sqrtabs((((((x3 + x0) + x3) + (x5 + x4)) + x5) * (((((x4 + (x4 + x5)) + (x0 * x5)) + 6.985416) * (0.0628269 / ((x1 + x0) + x0))) * (-0.11170623 * (x0 + x7)))) + (((powabs(0.15548697, x0) * 0.15548697) + 0.022286791) * -0.08507834)),48,3.958478698497067e-05,5.176925077630925e-05,3.958478698497067e-05,5.176925077630925e-05,0.8258466695114353,0.6597118068877013
33,sqrtabs((((((x3 + x0) + x3) + (x5 + x4)) + x5) * (((((x4 + (x4 + x5)) + ((x5 + x0) * x5)) + 6.985416) * (0.0628269 / (x1 + x0))) * (-0.11170623 * (x0 + sin(x7))))) + (((powabs(0.15548697, x0) * 0.15548697) + 0.022286791) * -0.08507834)),49,3.911722190570494e-05,6.34065492213787e-05,3.911722190570494e-05,6.34065492213787e-05,0.8279037227881194,0.5832178418177365
