Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,0.08261497,1,0.0002272984783456968,0.0001525870727541274,0.0002272984783456968,0.0001525870727541274,-8.567773157608372e-10,-0.0029810843536148823
1,powabs(0.07948986, powabs(x0, 0.08530193)),5,0.00010846155274373229,0.00014907968800060222,0.00010846155274373229,0.00014907968800060222,0.5228232338990797,0.020073559135119767
2,powabs(0.12751634, powabs(1.2219707, sqrtabs(x0))),6,0.0001080363103671109,0.00015681815743483752,0.0001080363103671109,0.00015681815743483752,0.5246940883811716,-0.030792731988331212
3,powabs(x1 * x0, -0.11478403) * 0.11971128,7,8.881827223095008e-05,8.94237578317744e-05,8.881827223095008e-05,8.94237578317744e-05,0.6092438763625844,0.41220225292865076
4,powabs((x1 * 0.022079973) + x0, -0.243162) * 0.09229726,9,8.673784471515396e-05,0.00010008211622828783,8.673784471515396e-05,0.00010008211622828783,0.6183967203794918,0.3421430292407428
5,powabs(((x1 * x0) * 0.087760344) + x0, -0.13895006) * 0.09721479,11,8.548025377261333e-05,9.625722436524971e-05,8.548025377261333e-05,9.625722436524971e-05,0.6239294936420802,0.3672847015926787
6,(powabs(x1 * (x0 * 0.0900354), -0.13250394) / powabs(0.77854174, x5)) * 0.0900354,13,6.532879685853976e-05,6.282145885910539e-05,6.532879685853976e-05,6.282145885910539e-05,0.7125858589552287,0.5870637414434758
7,(powabs(x0 + ((x0 * 0.09536584) * x1), -0.13250394) / powabs(0.77854174, x5)) * 0.09536584,15,6.211367919849936e-05,6.536515347865694e-05,6.211367919849936e-05,6.536515347865694e-05,0.7267307739858748,0.5703435990242467
8,(powabs(sin(x0) + (x1 * (x0 * 0.0900354)), -0.14510046) / powabs(0.7776097, x5)) * 0.09511141,16,6.126393728882031e-05,6.415587967702305e-05,6.126393728882031e-05,6.415587967702305e-05,0.7304692148086713,0.5782923637980331
9,(powabs((x1 + 2.0159602) * ((x0 + x5) * 0.34809166), -0.13250394) / powabs(0.6842728, x5)) * 0.108551666,17,6.0799424091958544e-05,6.0056703894653985e-05,6.0799424091958544e-05,6.0056703894653985e-05,0.732512841324082,0.6052369515468362
10,(powabs(sin(x5 + x0) + (x1 * (x0 * 0.090157494)), -0.14510046) / powabs(0.7776097, x5)) * 0.09511141,18,5.884281729169405e-05,6.17562775095289e-05,5.884281729169405e-05,6.17562775095289e-05,0.7411209359148654,0.5940653617363887
