gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,0.03721829,0.02047897,0.02367884,0.06663224,0.089400664,0.03707169,0.014490611,0.021578623,0.08419003,0.11265825,-249.19287109375,-577.7637939453125,-497.9130859375,71.12069702148438,232.78744506835938,-218.60470581054688,-539.8615112304688,-457.9034423828125,122.35633087158203,249.21717834472656,16.125835,3.295837,3.295837,38.366325,43.162113,13.324368,9.238692,9.353756,20.51003,23.22158,9,3,3,17,19,8.947369,8.0625,8.290322,9.675675,9.904762
2,0.029500872,0.012393268,0.014047086,0.039443042,0.043918673,0.028396387,0.00904708,0.011629065,0.040572315,0.056877125,-377.002197265625,-853.9986572265625,-785.1048583984375,-217.26129150390625,-158.146240234375,-331.54803466796875,-791.185302734375,-732.2499389648438,-198.99795532226562,-103.97999572753906,24.953299,3.295837,6.931472,46.141716,52.959457,16.920025,9.353968,10.972448,24.94098,28.450272,12,3,5,20,23,10.363636,9.039216,9.280702,11.25,11.580646
3,0.021482836,0.0071313744,0.011072703,0.03294867,0.035718337,0.021133425,0.006030731,0.008935326,0.034465272,0.040860347,-551.4431762695312,-1157.955810546875,-915.9674072265625,-316.21002197265625,-271.8177490234375,-484.1886901855469,-1112.639892578125,-865.1849365234375,-258.1338806152344,-218.32757568359375,32.95837,9.656628,12.875504,52.959457,62.345276,18.697132,9.68581,11.827919,35.734497,41.614784,15,6,8,24,25,11.791667,10.296875,10.666667,13.109589,13.534091
4,0.015877208,0.0046899347,0.006768108,0.031049974,0.03196025,0.014747109,0.0038011628,0.00591888,0.03236077,0.036485378,-717.7464599609375,-1388.452880859375,-1186.711181640625,-348.85406494140625,-332.9619140625,-652.8826293945312,-1325.1304931640625,-1112.639892578125,-301.31219482421875,-267.3152160644531,39.55004,11.266066,14.4849415,69.53896,73.89361,20.198624,9.794411,12.067186,39.506195,51.98946,18,8,9,28,32,13.284091,11.8375,12.192771,15.168317,16.0
5,0.01365453,0.0031585204,0.0048657465,0.025758706,0.029621495,0.011239747,0.0035754307,0.004769034,0.027004905,0.029152509,-800.6937866210938,-1605.8759765625,-1368.2119140625,-451.60797119140625,-374.75787353515625,-733.8431396484375,-1537.27783203125,-1262.5948486328125,-363.4464111328125,-298.276611328125,43.749115,16.125835,22.873857,73.89361,89.80082,22.75557,14.124313,15.26853,39.606556,51.98946,19,9,11,30,39,14.891089,13.215686,13.424528,17.355371,18.171642
6,0.011167551,0.0026872563,0.0031394912,0.021243982,0.025129322,0.010320216,0.0030285353,0.0034582142,0.022934325,0.027004905,-911.276123046875,-1694.7464599609375,-1609.199462890625,-557.5925903320312,-465.21356201171875,-819.2045288085938,-1618.55322265625,-1520.550048828125,-464.3578186035156,-353.04205322265625,48.33894,17.513191,27.03274,91.94154,104.36608,25.023422,14.936165,15.907059,40.327644,48.51184,21,9,13,38,42,16.519083,14.434343,14.919642,19.21168,20.080883
7,0.007992211,0.0022849056,0.0028221353,0.017825453,0.019983789,0.00788616,0.0029095642,0.003306226,0.019053517,0.023677113,-1095.2760009765625,-1783.95458984375,-1667.8115234375,-654.0879516601562,-591.2262573242188,-978.4501953125,-1686.076416015625,-1578.015625,-548.6500244140625,-449.01922607421875,59.867214,20.794415,28.56392,104.36608,124.24533,28.218884,14.398395,16.245378,60.40604,71.57981,25,11,13,42,48,18.316902,15.65625,16.221375,21.270441,22.04969
8,0.006768106,0.0022166073,0.002405387,0.014906457,0.019951725,0.006279357,0.0029325606,0.0031998416,0.015952004,0.022934325,-1186.711181640625,-1800.6451416015625,-1755.6922607421875,-752.446044921875,-592.109375,-1073.432373046875,-1715.3253173828125,-1640.1051025390625,-548.6500244140625,3.4028234663852886e38,64.74317,28.56392,34.788692,121.39664,127.27836,30.83373,16.224747,17.996803,71.57981,3.4028235e38,28,13,16,46,50,19.82967,17.168919,17.466667,23.594059,24.43318
9,0.005897585,0.0021382926,0.0022906556,0.012659366,0.014216743,0.0059510903,0.0029325606,0.003179521,0.01214743,0.013913489,-1262.4344482421875,-1820.4287109375,-1782.572265625,-842.314453125,-778.5018310546875,-1118.72314453125,-1724.751953125,-1677.833984375,-684.4265747070312,3.4028234663852886e38,71.93686,28.56392,35.350506,125.68252,148.76706,34.41627,16.373146,19.795378,84.99564,3.4028235e38,30,14,16,50,58,21.389473,18.855421,19.125786,25.511961,26.442308
10,0.005176262,0.0020729885,0.0022493468,0.010943174,0.013123938,0.0053645535,0.002969027,0.0031338274,0.012305535,0.013559617,-1334.187255859375,-1837.4876708984375,-1792.5810546875,-922.4392700195312,-822.4922485351562,-1143.03271484375,-1724.751953125,-1660.4534912109375,-697.3494873046875,3.4028234663852886e38,79.51343,34.788692,37.429947,129.48634,155.70438,37.76091,17.524881,20.365759,161.15036,3.4028235e38,33,16,18,53,61,23.267326,20.062147,20.423914,27.925764,28.353983
