-- TINY GP (Julia version) --
SEED=-1
MAX_LEN=50
POPSIZE=500
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=200
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,MSE_train,MSE_test,R2_train,R2_test,nll_train,nll_test,avg_len,avg_fitness,size,Expression
1,8042,1.3338373e9,1.3338373e9,8.415376e6,1.3277222e7,0.007314682,0.014038622,1.3338373e9,1.0489007e9,5.942,Inf,5,"((176.90263 * X2) - -466.71) [likelihood params: Float32[]]"
2,14806,1.2279564e9,1.2279564e9,7.747357e6,1.162918e7,0.086114764,0.13642162,1.2279564e9,9.1870534e8,5.438,Inf,6,"(X3 / (0.14564842 - sin(X2))) [likelihood params: Float32[]]"
3,21406,1.2279564e9,1.2279564e9,7.747357e6,1.162918e7,0.086114764,0.13642162,1.2279564e9,9.1870534e8,5.13,Inf,6,"(X3 / (0.14564842 - sin(X2))) [likelihood params: Float32[]]"
4,27780,1.2279564e9,1.2279564e9,7.747357e6,1.162918e7,0.086114764,0.13642162,1.2279564e9,9.1870534e8,5.522,Inf,6,"(X3 / (0.14564842 - sin(X2))) [likelihood params: Float32[]]"
5,34542,1.1376232e9,1.1376232e9,7.1774315e6,1.1140662e7,0.15334368,0.17269874,1.1376232e9,8.8011245e8,5.552,Inf,6,"(80.81777 / (0.16759476 - sin(X2))) [likelihood params: Float32[]]"
6,41918,1.1376232e9,1.1376232e9,7.1774315e6,1.1140662e7,0.15334368,0.17269874,1.1376232e9,8.8011245e8,6.324,Inf,6,"(80.81777 / (0.16759476 - sin(X2))) [likelihood params: Float32[]]"
7,50014,1.1376232e9,1.1376232e9,7.1774315e6,1.1140662e7,0.15334368,0.17269874,1.1376232e9,8.8011245e8,7.136,Inf,6,"(80.81777 / (0.16759476 - sin(X2))) [likelihood params: Float32[]]"
8,58883,1.1376232e9,1.1376232e9,7.1774315e6,1.1140662e7,0.15334368,0.17269874,1.1376232e9,8.8011245e8,7.546,Inf,6,"(80.81777 / (0.16759476 - sin(X2))) [likelihood params: Float32[]]"
9,67889,1.1376232e9,1.1376232e9,7.1774315e6,1.1140662e7,0.15334368,0.17269874,1.1376232e9,8.8011245e8,8.686,Inf,6,"(80.81777 / (0.16759476 - sin(X2))) [likelihood params: Float32[]]"
10,76816,1.1375852e9,1.1375852e9,7.177192e6,1.1140183e7,0.15337199,0.17273432,1.1375852e9,8.8007456e8,9.162,Inf,14,"((80.817444 / (0.16759488 - sin(X2))) + sin((-10510.736 + sin((X1 / X3))))) [likelihood params: Float32[]]"
11,86132,1.1375852e9,1.1375852e9,7.177192e6,1.1140183e7,0.15337199,0.17273432,1.1375852e9,8.8007456e8,9.872,Inf,14,"((80.817444 / (0.16759488 - sin(X2))) + sin((-10510.736 + sin((X1 / X3))))) [likelihood params: Float32[]]"
12,95907,1.1343711e9,1.1343711e9,7.1569135e6,1.1146195e7,0.15576398,0.17228788,1.1343711e9,8.805495e8,10.598,Inf,10,"(156.01765 + ((65.27163 / (0.1637545 - sin(X2))) + X3)) [likelihood params: Float32[]]"
13,105733,1.1270976e9,1.1270976e9,7.1110245e6,1.1017405e7,0.16117716,0.1818518,1.1270976e9,8.703751e8,12.198,Inf,14,"(((65.66384 / (0.16388032 - sin(X2))) + ((-0.7524597 - X1) / -0.0065585426)) - 255.17274) [likelihood params: Float32[]]"
14,116328,1.1270971e9,1.1270971e9,7.111021e6,1.1017406e7,0.16117752,0.18185169,1.1270971e9,8.7037523e8,13.698,Inf,21,"(X1 + (((65.66592 / (0.16388105 - sin(X2))) + ((9.470735 - X1) / -0.006601848)) + sqrt(abs((-5.9732096e7 + (166096.33 * 349.5403)))))) [likelihood params: Float32[]]"
15,126568,1.1249658e9,1.1249659e9,7.097574e6,1.1037647e7,0.16276371,0.18034863,1.1249658e9,8.719742e8,15.778,Inf,27,"(X1 + (((47.241615 / (0.15693082 - sin(X2))) + ((23.986141 - X1) / -0.006614609)) + sqrt(abs((-6.2774156e7 + (103249.93 * (((-76510.766 + 76517.19) * X2) - -477.95364))))))) [likelihood params: Float32[]]"
16,136843,1.0516666e9,1.0516669e9,6.6351185e6,1.0317963e7,0.21731544,0.23379207,1.0516666e9,8.1511917e8,16.038,Inf,35,"(46.65556 * ((X1 - -0.6988723) * ((sqrt(exp(X2)) / (5.513605e9 - exp(-3840.654))) - (((((33.0523 / (0.1511198 - sin(X2))) + (X3 - -444.14853)) + -361.72797) * ((X3 * -0.36410096) - 125.98303)) * 5.560456e-5)))) [likelihood params: Float32[]]"
17,147793,1.0501872e9,1.0501872e9,6.6257845e6,1.0380783e7,0.21841645,0.22912705,1.0501872e9,8.20082e8,16.696,Inf,12,"((X1 / (0.14187695 - sin(X2))) + ((-106092.875 - X1) / -390.5805)) [likelihood params: Float32[]]"
18,159620,1.03854483e9,3.4028235e38,6.5523315e6,1.0358174e7,0.22708106,0.230806,1.03854483e9,8.182959e8,18.818,Inf,38,"((((-5453.672 * (1.1613288 - sin(sqrt(exp(X2))))) / (log(X2) + -5.0536613)) - 406.23975) * (X2 - (((((X1 * 515.10645) + (X3 - 1685.8928)) + (-1291.926 + sqrt(X2))) * ((X3 * 0.5092924) - 287.91852)) * 3.2162436e-6))) [likelihood params: Float32[]]"
19,171960,1.03338477e9,3.4028235e38,6.5197755e6,1.0388131e7,0.23092139,0.22858143,1.03338477e9,8.2066246e8,21.546,Inf,49,"((((-622.9077 * (1.0439082 - sin(sqrt(exp(X2))))) / (log(X2) + -1.6329302)) - 363.5754) * (X2 - (((((X1 * 287.0722) + (X3 - 844.4748)) + (-450.52267 + sqrt(X2))) * ((((((1573.728 * X2) - (sin(X2) + 11151.634)) - 9800.334) - X1) * 0.097531185) - 596.6589)) * 9.4850157e-7))) [likelihood params: Float32[]]"
20,184303,8.3688365e8,8.368839e8,5.280021e6,2.781172e7,0.37716395,-1.0652876,8.3688365e8,2.1971261e9,24.172,Inf,46,"((((((X3 * -66.64641) - -1005.251) - (log((2.5337375e9 - 48415.75)) / -2.1977634e8)) - (((X3 - 3.2673302e8) - X1) / -7.5533286e8)) / ((((((X1 * 630.8056) - (X3 - 109.99397)) + (-2195.6917 + sqrt(X2))) * ((X3 * X3) - 449.1385)) * 3.0539816e-6) - sin(X2))) + X2) [likelihood params: Float32[]]"
21,197600,8.3656154e8,8.365618e8,5.2779885e6,2.084619e7,0.37740368,-0.54803,8.3656154e8,1.6468492e9,25.63,Inf,46,"((((((X3 * -66.4594) - -1001.8593) - (log((2.5337375e9 - 48415.75)) / -2.1977634e8)) - (((X3 - 3.2828458e8) - X1) / -7.500595e8)) / ((((((X1 * 627.4524) - (X3 - 115.27049)) + (-2190.3315 + sqrt(X2))) * ((X3 * X3) - 449.4129)) * 3.0581755e-6) - sin(X2))) + X2) [likelihood params: Float32[]]"
22,212012,8.361978e8,8.361981e8,5.275694e6,2.063644e7,0.37767434,-0.53245413,8.361978e8,1.6302789e9,27.008,Inf,48,"((((((X3 * -66.4786) - -1001.65393) - (log((2.5337375e9 - 48415.75)) / -2.1977634e8)) - (((3.518778e7 + (X2 - 4.112525e6)) - X1) / -2.381237e9)) / ((((((X1 * 617.1824) - (X3 - 134.44476)) + (-2175.3665 + sqrt(X2))) * ((X3 * X3) - 449.33966)) * 3.1093807e-6) - sin(X2))) + X2) [likelihood params: Float32[]]"
23,227087,1.5520085e8,1.5520091e8,979183.4,1.4333624e6,0.88449466,0.8935591,1.5520085e8,1.1323577e8,29.288,Inf,17,"(((((X2 / (0.15641226 - sin(X2))) + X2) - -3.261497) / (0.15553741 - sin(X1))) + X2) [likelihood params: Float32[]]"
24,242897,1.4490245e8,1.4490251e8,914209.2,1.4315809e6,0.89215904,0.89369136,1.4490245e8,1.1309503e8,29.342,Inf,19,"(((((X2 / (0.16501008 - sin(X2))) + (X1 * -25.662504)) - -79.687195) / (0.1502489 - sin(X1))) + X2) [likelihood params: Float32[]]"
25,259092,1.4183035e8,3.4028235e38,894826.9,1.3716279e6,0.8944454,0.8981435,1.4183035e8,1.08358744e8,29.284,Inf,50,"((((338.56195 * (0.883064 - sin(sqrt(exp(X2))))) / (log(X2) + sin(-5.9396028e7))) - 231.31879) * (X2 - (((((((((X2 / (0.15922856 - sin(X2))) + -3.1194031) - 5.4264045) / (0.15258336 - sin(X1))) * 1485.5034) - (X3 - -1.4038954e6)) + ((X1 * 132091.66) - 998377.8)) * -34.529938) * 3.839605e-8))) [likelihood params: Float32[]]"
26,273910,1.4043339e8,3.4028235e38,886013.25,1.4968518e6,0.89548504,0.8888444,1.4043339e8,1.1825143e8,30.946,Inf,50,"((((324.5998 * (0.8689024 - sin(sqrt(exp(X2))))) / (log(X2) + sin(-5.9396028e7))) - 231.72995) * (X2 - (((((((((X2 / (0.1589516 - sin(X2))) + -3.4402542) - 5.747255) / (0.15253523 - sin(X1))) * 1500.3884) - (X3 - -1.3998258e6)) + ((X1 * 146821.17) - 994308.1)) * -34.92479) * 3.883511e-8))) [likelihood params: Float32[]]"
27,289093,1.4038355e8,3.4028235e38,885698.8,1.5084819e6,0.8955222,0.8879807,1.4038355e8,1.1917021e8,30.938,Inf,50,"((((323.18616 * (0.86782193 - sin(sqrt(exp(X2))))) / (log(X2) + sin(-5.9396028e7))) - 231.707) * (X2 - (((((((((X2 / (0.15892313 - sin(X2))) + -3.4648676) - 5.771868) / (0.15253238 - sin(X1))) * 1501.9806) - (X3 - -1.3990504e6)) + ((X1 * 148154.05) - 993532.56)) * -34.966232) * 3.8881197e-8))) [likelihood params: Float32[]]"
28,304674,1.382455e8,3.4028235e38,872209.56,1.4372459e6,0.8971134,0.8932707,1.382455e8,1.1354257e8,32.454,Inf,50,"((((246.16629 * (0.84997565 - sin(sqrt(exp(X2))))) / (log(X2) + sin(-5.9396028e7))) - 216.42168) * (X2 - (((((((((X2 / (0.15687984 - sin(X2))) + -3.6808443) - 5.98792) / (0.1528345 - sin(X1))) * 1641.5732) - (X3 - -579492.06)) + ((X1 * 224208.6) - 1.5730236e6)) * -39.199463) * 4.358837e-8))) [likelihood params: Float32[]]"
29,320511,1.3782014e8,3.4028235e38,869525.9,1.5016882e6,0.89742994,0.8884852,1.3782014e8,1.1863351e8,32.212,Inf,50,"((((240.57509 * (0.8441692 - sin(sqrt(exp(X2))))) / (log(X2) + sin(-5.9396028e7))) - 215.56119) * (X2 - (((((((((X2 / (0.15671776 - sin(X2))) + -3.698539) - 6.0056176) / (0.15291557 - sin(X1))) * 1654.5459) - (X3 - -576188.6)) + ((X1 * 232345.38) - 1.5697208e6)) * -39.536263) * 4.3962878e-8))) [likelihood params: Float32[]]"
