Complexity,Loss,Equation
1,0.00022729844,"0.08261527"
5,0.00010846154,"powabs(-0.079495154, powabs(x0, 0.08529712))"
6,0.00010781893,"(sin(x0) + -2.7051117) * -0.042139195"
7,0.00010408526,"powabs(0.08120413, powabs(x0 + x2, 0.08529712))"
10,9.438308e-5,"(log(x0) + ((x1 * 0.018528398) + -8.258817)) * -0.010865426"
11,9.437718e-5,"sin((log(x0) + ((x1 * 0.018528398) + -8.258817)) * -0.010865426)"
12,9.003845e-5,"((x5 * -1.4313129) + ((log(x0) * 1.7311015) + -7.6310935)) * -0.010340322"
13,9.0032256e-5,"sin(((x5 * -1.4313129) + ((log(x0) * 1.7311015) + -7.6310935)) * -0.010340322)"
14,8.409683e-5,"(x2 + ((x5 * -1.4313129) + ((log(x0) * 1.7311015) + -7.6310935))) * -0.010340322"
16,6.924873e-5,"(((x1 * 0.018528398) + (((x5 * -2.0116007) + -8.264584) + log(x0))) + -0.63516384) * -0.009832576"
18,6.8037414e-5,"(((x1 * 0.018528398) + (((x5 * -2.0116007) + (x2 + -8.258817)) + log(x0))) + -0.63516384) * -0.009832576"
20,6.727365e-5,"((x1 * 0.018528398) + ((((x5 * -1.4037021) + (x2 + -8.258817)) + (log(x0) * 1.2739979)) + -0.63516384)) * -0.009832576"
22,6.2204956e-5,"(((((x0 * -0.14779535) + 0.35377637) * x1) * 0.25847164) + ((x5 * -3.9350379) + ((log(x0) * 2.8612356) + -16.906218))) * -0.0052950475"
24,5.9959315e-5,"(((((x0 * -0.14779535) + 0.35377637) * x1) * 0.25847164) + ((x5 * -3.9350379) + ((log(x0) * 2.8612356) + (x2 + -16.906218)))) * -0.005295023"
25,5.9205293e-5,"((((x1 * 0.018494597) + (x5 * -1.4515148)) * ((log(x0) * -0.4278426) + 1.4921649)) + (((log(x0) * 1.3922665) + -9.792397) - x3)) * -0.009079785"
27,5.1966417e-5,"(((x1 * 0.1403138) * ((log(x0) * -0.15433408) + 0.16348296)) + ((x5 * -1.5809295) + (((log(x0) * 1.2856953) + -5.2561417) + (-1.0392482 - x3)))) * -0.014224177"
29,5.19622e-5,"((((x1 * 0.1403138) + -0.010865426) * ((log(x0) * -0.15433408) + 0.16348296)) + ((x5 * -1.5809295) + (((log(x0) * 1.2856953) + -5.2561417) + (-1.0392482 - x3)))) * -0.014224177"
36,5.138948e-5,"((((x1 * 0.16282238) + ((-2.2832348 + -0.010865426) * ((x5 + 0.6075597) * x0))) * ((x1 * -0.0016247153) + 0.3578678)) + ((x5 * -1.7947578) + (((log(x0) * 1.3852922) + -10.23291) + (0.08529712 - x3)))) * -0.008918625"
38,5.1360028e-5,"((((x1 * 0.16282238) + ((-2.2832348 + (0.018528398 * -1.7947578)) * ((x5 + 0.6075597) * x0))) * ((x1 * -0.0016247153) + 0.3578678)) + ((x5 * -1.7947578) + (((log(x0) * 1.3852922) + -10.23291) + (0.08529712 - x3)))) * -0.008918625"
42,5.059942e-5,"((((x1 * 0.16282238) + ((((1.3852922 * -0.10450658) + -2.2832348) + (1.3852922 * x8)) * ((x5 + 0.6075597) * x0))) * ((x1 * -0.0016247153) + 0.3578678)) + ((x5 * -1.7947578) + (((log(x0) * 1.3852922) + -10.23291) + (0.08529712 - x3)))) * -0.008918625"
