id,Expression,theta,size,MSE_train,MSE_val,MSE_test,R2_train,R2_val,R2_test,nll_train,nll_val,nll_test,mdl_train,mdl_val,mdl_test
0,21.521351419520695,21.521351419520695,1,257.84567776477,252.32058998354773,248.9607340529395,0.0,-1.9926397493486014e-4,-2.7699240531777747e-3,257.84567776477,252.32058998354773,248.9607340529395,257.84567776477,252.32058998354773,248.9607340529395
1,(1332.4954154140403 / x1),1332.4954154140403,3,248.8859719123286,242.61725542253998,243.6879397783768,3.474832671275274e-2,3.8264771348759274e-2,1.846796124775063e-2,248.8859719123286,242.61725542253998,243.6879397783768,252.18180877833294,245.9130922885443,246.98377664438112
2,(23.11475205097051 - Exp(x0)),23.11475205097051,4,241.81774508135177,236.6674772018283,233.37375692348502,6.216095155196033e-2,6.184970271546997e-2,6.0011670529516725e-2,241.81774508135177,236.6674772018283,233.37375692348502,247.36292252583132,242.21265464630784,238.91893436796457
3,Sqrt(Abs((1.3073552992654247 * (-351.431538960007 - x0)))),1.3073552992654247;-351.431538960007,7,258.1477867142849,252.58196862130316,249.38101324728422,-1.1716657503584305e-3,-1.2353693562625612e-3,-4.462734517435951e-3,258.1477867142849,252.58196862130316,249.38101324728422,267.8044141888895,262.2385960959078,259.0376407218888
4,(28.93758288239462 * (Abs((Abs(0.25762577070919995) ^ x0)) ^ x0)),28.93758288239462;0.25762577070919995,9,153.45038604724522,153.26139996506814,146.88118395324707,0.40487508893891,0.39247154007199936,0.4083884985400196,153.45038604724522,153.26139996506814,146.88118395324707,163.15444657508445,162.96546049290737,156.5852444810863
5,Sqrt(Abs((130.21662997096024 * Log(Sqrt(Abs((-1210.039090823268 - x0))))))),130.21662997096024;-1210.039090823268,10,257.85835596694096,252.32273533450774,249.01103638187072,-4.916972927704322e-5,-2.0776814992617965e-4,-2.972532961582397e-3,257.85835596694096,252.32273533450774,249.01103638187072,272.1924317207654,266.6568110883322,263.34511213569516
6,(28.89563608987056 + (((Abs(x6) ^ -1.5305536393660533e-2) * x0) * -22.324986612593236)),28.89563608987056;-1.5305536393660533e-2;-22.324986612593236,10,153.44368490085859,153.17350004520685,146.94219047931986,0.40490107791977925,0.39281997550945,0.4081427750135789,153.44368490085859,153.17350004520685,146.94219047931986,169.56952012391108,169.29933526825934,163.06802570237235
7,Sqrt(Abs((23.673938356148646 * (((-0.49435819761330524 * x0) * x1) + 34.59110093686908)))),23.673938356148646;-0.49435819761330524;34.59110093686908,11,152.5013484251164,151.9179619367997,147.52841534838052,0.40855573090411923,0.39779693078687384,0.40578156464174153,152.5013484251164,151.9179619367997,147.52841534838052,170.41894311739694,169.83555662908026,165.44601004066106
8,Sqrt(Abs((838.2500718474229 * (Abs((Abs(-2.845569227694048) ^ Log((x5 / x1)))) ^ x0)))),838.2500718474229;-2.845569227694048,14,152.70019099072934,151.46859068124928,146.92274868165424,0.40778456201218083,0.39957823923689895,0.4082210831453523,152.70019099072934,151.46859068124928,146.92274868165424,176.86966134142776,175.6380610319477,171.09221903235266
9,Sqrt(Abs((534.2954739591278 * Log(Sqrt(Abs((13.755862938188983 / (x3 - (Abs(x4) ^ x0))))))))),534.2954739591278;13.755862938188983,15,164.00575731917735,147.23845508973952,153.15077950978173,0.3639383109272123,0.4163465041867318,0.3831356734951934,164.00575731917735,147.23845508973952,153.15077950978173,191.6367784351059,174.86947620566806,180.78180062571028
