Complexity,Loss,Equation
1,0.00022729844,"0.08261528"
5,0.0001089572,"powabs(x0, -0.20795007) * 0.07932539"
8,0.00010895518,"sin(powabs(x0, -0.20810252) * 0.043512344) * 1.8236755"
9,0.00010895414,"sin(sin(powabs(x0, -0.20810252) * 0.043512344)) * 1.8236755"
10,0.00010689201,"((sin(x0 * 0.895378) * -0.26804322) + 0.72586745) * 0.15408872"
11,8.94416e-5,"(0.31660503 / powabs(x1 * (x0 * 0.31660503), 0.108703285)) * 0.3297018"
12,8.9377165e-5,"sin((0.31660503 / powabs(x1 * (x0 * 0.31660503), 0.108703285)) * 0.3297018)"
15,8.490818e-5,"(0.3297018 / powabs((1.619799 - ((x5 - x1) * 0.14484859)) * x0, 0.1391451)) * 0.31660503"
19,6.587631e-5,"((0.33551207 / powabs(0.08261541 * (((x0 - 0.08261541) * x1) * 0.04121155), 0.09921506)) + (0.07935594 * x5)) * 0.18568383"
21,6.567395e-5,"((0.33551207 / powabs(0.08261541 * (((x0 - 0.08261541) * (x1 - 0.18416058)) * 0.04121155), 0.09921506)) + (0.07935594 * x5)) * 0.18568383"
23,6.407405e-5,"(0.27735114 / powabs(((((x5 * -0.09475376) * 1.8236755) - -0.09475376) - -0.09475376) * ((x0 - 0.35345212) * (x1 * 0.055850174)), 0.08261541)) * 0.25143325"
24,6.398475e-5,"(0.27735114 / powabs(((((x5 * -0.09475376) * exp(0.7965797)) - -0.09475376) - -0.09475376) * ((x0 - 0.22038771) * (x1 * 0.055850174)), 0.08261541)) * 0.25143325"
27,6.267268e-5,"((0.33551207 / powabs(((0.18416058 - (x5 * 0.1629206)) * 0.4974583) * ((((x0 - 0.08261541) * x1) - 0.40340358) * 0.04121155), 0.09921506)) + (0.07935594 * 0.08261541)) * 0.18568383"
29,6.189288e-5,"((0.33551207 / powabs(((0.18416058 - (x5 * 0.1629206)) * 0.4974583) * ((((x0 - 0.08233453) * x1) - powabs(x0, -0.20795007)) * 0.04121155), 0.09921506)) + (0.07935594 * 0.08261541)) * 0.18568383"
30,6.08723e-5,"((0.33551207 / powabs(((0.18416058 - (x5 * 0.1629206)) * 0.4974583) * (((x0 - 0.16482247) * (x1 - 0.40340358)) * 0.04121155), 0.09921506)) + (0.07935594 * (sin(x5) * 0.033493564))) * 0.18568383"
31,5.9120655e-5,"(0.22160156 / powabs((((0.26147938 - (x5 * 0.23248935)) * 0.2730459) * ((x1 - 0.22037746) * ((x0 - 0.2060669) * 0.03656799))) - ((x5 - (0.061748788 * 0.07350099)) * 0.0021666542), 0.09499515)) * 0.27129933"
