gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,0.034429025,0.008368744,0.011567529,0.053392548,0.05339409,0.04332675,0.009250998,0.012761248,0.0747159,0.07516722,-53.09782409667969,-194.53744506835938,-162.16763305664062,-9.220695495605469,-9.217819213867188,-5.2097554206848145,-132.34188842773438,-117.718505859375,3.4028234663852886e38,3.4028234663852886e38,21.501114,9.656628,12.542316,39.509388,48.33894,12.27028,6.0316133,6.639515,3.4028235e38,3.4028235e38,12,6,7,19,22,8.914286,8.029411,8.236842,9.578947,9.813953
2,0.021897238,0.005600107,0.007012214,0.04146808,0.052236747,0.026285836,0.00601283,0.008932948,0.054884117,0.07468033,-98.35176849365234,-234.7092742919922,-212.22247314453125,-34.49541473388672,-11.409194946289062,-34.04195785522461,-160.23379516601562,-136.9553680419922,3.4028234663852886e38,3.4028234663852886e38,28.668152,12.542316,16.09438,50.65687,57.12784,14.7787,6.6063643,7.590592,3.4028235e38,3.4028235e38,14,7,9,22,25,10.192983,9.157895,9.375,11.147541,11.4838705
3,0.014151169,0.0041685766,0.004995387,0.029107349,0.032325216,0.016469682,0.0048559,0.005963802,0.039674297,0.04313827,-142.00808715820312,-264.2303466796875,-246.13632202148438,-69.88874053955078,-59.40306091308594,-70.72128295898438,-196.46530151367188,-163.19879150390625,3.4028234663852886e38,3.4028234663852886e38,35.350506,17.703817,20.922693,54.06548,62.169796,16.759863,8.92083,9.693564,3.4028235e38,3.4028235e38,17,10,11,24,27,11.679487,10.573529,10.695652,13.317647,13.753086
4,0.008086065,0.0024292876,0.003266292,0.020104911,0.022219889,0.008432795,0.0031774994,0.0038031333,0.023853205,0.02905901,-197.97357177734375,-318.22802734375,-288.6222839355469,-106.89140319824219,-96.88903045654297,-94.98350524902344,-223.43734741210938,-205.84222412109375,3.4028234663852886e38,3.4028234663852886e38,43.668274,20.922693,25.296831,70.70101,74.705635,23.430487,9.8874035,12.309125,3.4028235e38,3.4028235e38,21,13,13,31,34,13.363636,11.905405,12.108434,15.318584,15.594059
5,0.005759399,0.001978039,0.0023555956,0.017514266,0.019363763,0.006477611,0.0018558819,0.0023450856,0.02087663,0.023784015,-231.90452575683594,-338.7772216796875,-321.3084716796875,-120.68624114990234,-110.6474838256836,-127.0112533569336,-238.89404296875,-223.56411743164062,3.4028234663852886e38,3.4028234663852886e38,52.959457,28.668152,35.026382,80.59048,87.49823,27.199165,13.115656,14.325051,3.4028235e38,3.4028235e38,25,15,16,36,38,14.990741,13.336735,13.646464,17.280993,17.66949
6,0.0043223146,0.0014906616,0.0019145746,0.012385414,0.017737992,0.004835813,0.0014814306,0.0018558819,0.013072453,0.021630129,-260.6087341308594,-367.0657958984375,-342.0382385253906,-155.33587646484375,-119.41693878173828,-136.3987579345703,-253.4322967529297,-238.89404296875,3.4028234663852886e38,3.4028234663852886e38,60.919823,30.761145,37.429947,91.12002,98.87511,34.374523,14.711212,16.877295,3.4028235e38,3.4028235e38,27,15,18,40,45,16.978872,14.735043,15.1,19.19608,20.215569
7,0.0034645693,0.001371644,0.0014632598,0.008828159,0.013124548,0.0038819714,0.0014466901,0.0015076599,0.010513511,0.014432387,-282.7289733886719,-375.3868408203125,-368.9211730957031,-189.1931610107422,-149.53936767578125,-151.01768493652344,-260.6172790527344,-247.05381774902344,3.4028234663852886e38,3.4028234663852886e38,68.621574,33.271065,39.55004,98.87511,115.098976,35.42051,16.877295,18.854916,3.4028235e38,3.4028235e38,31,16,20,44,48,18.8,16.446808,16.932837,21.117285,21.822485
8,0.002844999,0.0013618066,0.001396203,0.0056200055,0.008659815,0.0032934123,0.0013620899,0.001454652,0.007834655,0.009038033,-302.4315185546875,-376.1065979003906,-373.6121826171875,-234.35452270507812,-191.11846923828125,-161.04049682617188,-278.6256408691406,-254.93270874023438,3.4028234663852886e38,3.4028234663852886e38,71.380135,38.62651,41.21047,115.12926,134.28214,34.32419,17.364195,20.91437,3.4028235e38,3.4028235e38,32,18,20,50,57,20.565714,17.975,18.31579,23.590425,24.119566
9,0.002283801,0.0013510084,0.0013872264,0.004637656,0.005847492,0.0025894495,0.0013620899,0.0013940381,0.0062244684,0.007834655,-324.4036865234375,-376.9027099609375,-374.2571716308594,-253.56692504882812,-230.38653564453125,-183.37142944335938,-271.849609375,-261.6293640136719,3.4028234663852886e38,3.4028234663852886e38,79.10008,39.55004,44.75593,119.73443,151.0674,37.491005,20.416733,22.09571,3.4028235e38,3.4028235e38,36,19,22,52,63,22.232954,19.573034,20.022858,25.166666,26.24299
10,0.0020053808,0.0013294166,0.0013645472,0.004342117,0.0055220313,0.0021235365,0.0013552621,0.0013832444,0.0057055433,0.007646236,-337.4044189453125,-378.5138244628906,-375.90557861328125,-260.151611328125,-236.11322021484375,-185.05441284179688,-271.849609375,-264.30462646484375,3.4028234663852886e38,3.4028234663852886e38,83.49454,45.747715,50.65687,134.28214,158.2611,40.844162,19.316048,23.69044,3.4028235e38,3.4028235e38,37,22,24,57,66,24.226088,21.142076,21.71628,27.292576,28.264957
11,0.0017535829,0.001317178,0.0013419044,0.0034537285,0.0039735027,0.0017736994,0.0013549852,0.0013664844,0.0038035354,0.0040684743,-350.8217468261719,-379.43865966796875,-377.5788269042969,-283.0423889160156,-269.02301025390625,-186.4488525390625,-271.35833740234375,-261.6031494140625,3.4028234663852886e38,3.4028234663852886e38,92.1034,50.65687,55.262043,165.45477,172.69388,49.637783,21.325531,23.938053,3.4028235e38,3.4028235e38,41,24,27,69,73,25.905983,22.913044,23.305264,29.42807,30.024193
12,0.0016604613,0.0013123752,0.0013294166,0.0029069576,0.0037747356,0.0016737232,0.001348446,0.0013611249,0.0034006024,0.0038864808,-356.2782897949219,-379.803955078125,-378.5138244628906,-300.277099609375,-274.15478515625,-186.4488525390625,-270.7142639160156,-261.17999267578125,3.4028234663852886e38,3.4028234663852886e38,94.40599,49.906597,63.719513,158.87837,170.25056,51.4497,21.74147,24.260923,3.4028235e38,3.4028235e38,42,25,29,69,71,27.804081,24.47479,24.995708,31.253334,32.180504
13,0.0015021953,0.0013016239,0.001313987,0.0026466856,0.0034193553,0.0015558559,0.0013374106,0.0013524363,0.0031421874,0.0036320698,-366.2950439453125,-380.6265869140625,-379.68121337890625,-309.6570129394531,-284.0426330566406,-170.47056579589844,-275.8271789550781,-267.3667907714844,3.4028234663852886e38,3.4028234663852886e38,103.616325,48.647755,63.719513,175.04636,189.43373,51.4497,21.74147,24.260923,3.4028235e38,3.4028235e38,45,24,28,74,79,29.375,25.639345,26.534695,33.218353,33.55082
14,0.00146661,0.0013009425,0.0013088043,0.0026466856,0.0034193553,0.0015276603,0.0013327041,0.0013524363,0.0028700728,0.0038864808,-368.6924743652344,-380.678955078125,-380.0764465332031,-309.6570129394531,-284.0426330566406,-168.35342407226562,-271.849609375,-267.3667907714844,3.4028234663852886e38,3.4028234663852886e38,117.43184,56.14492,67.14107,177.44424,191.83162,52.78069,24.34535,28.057947,3.4028235e38,3.4028235e38,50,26,31,74,80,31.210356,26.882353,27.992933,35.008198,35.594772
15,0.0014392042,0.0012849031,0.0013028281,0.0021754133,0.0029380207,0.0014955706,0.0013283717,0.0013408449,0.0025059155,0.0035608609,-370.5788269042969,-381.91949462890625,-380.53411865234375,-329.2659912109375,-299.2142028808594,-155.9659423828125,-276.9900817871094,-264.8623352050781,3.4028234663852886e38,3.4028234663852886e38,127.21492,56.14492,73.682724,184.2068,214.14041,55.76368,27.019962,29.832554,3.4028235e38,3.4028235e38,54,27,32,80,91,32.996784,28.55477,29.64539,36.61517,37.367123
16,0.0014149776,0.0012813145,0.0012921578,0.001941706,0.0024053354,0.0014752116,0.0013018458,0.0013316942,0.0021585692,0.0031421874,-372.2764587402344,-382.19915771484375,-381.3564453125,-340.631103515625,-319.2188720703125,-162.942626953125,-276.9900817871094,-269.5872497558594,3.4028234663852886e38,3.4028234663852886e38,128.94476,61.52229,73.94459,184.2068,215.328,64.51157,27.019962,29.832554,3.4028235e38,3.4028235e38,55,29,33,80,92,34.37838,29.966768,31.123838,37.811413,38.9887
17,0.0013852157,0.0012769533,0.0012847292,0.00186198,0.0024053354,0.0014614658,0.0013144725,0.0013327632,0.0021099031,0.0029568137,-374.4022216796875,-382.54010009765625,-381.9330139160156,-344.82379150390625,-319.2188720703125,-147.97732543945312,-271.6474304199219,-258.526123046875,3.4028234663852886e38,3.4028234663852886e38,131.24734,61.52229,75.985306,196.62741,218.20847,66.795906,27.148268,30.201056,3.4028235e38,3.4028235e38,56,29,33,84,93,35.91576,31.342857,32.435047,39.28453,40.292385
18,0.0013690222,0.0012678595,0.0012813145,0.0017673637,0.0024053354,0.0014281303,0.0013018458,0.0013278733,0.0021043583,0.0026210952,-375.578125,-383.25482177734375,-382.19915771484375,-350.0389404296875,-319.2188720703125,-145.0904998779297,-270.7142639160156,-234.7406005859375,3.4028234663852886e38,3.4028234663852886e38,133.54994,70.31119,81.29731,199.02531,223.00426,74.827866,27.148268,30.201056,3.4028235e38,3.4028235e38,57,32,37,84,93,37.451614,32.577236,33.75714,41.430954,41.808674
19,0.0013598122,0.0012668556,0.0012798404,0.001723015,0.0020014497,0.001411337,0.001300917,0.0013251894,0.002016565,0.0021099031,-376.253173828125,-383.33404541015625,-382.3143005371094,-352.5802307128906,-337.60064697265625,-132.8987579345703,-259.2891845703125,-233.6728973388672,3.4028234663852886e38,3.4028234663852886e38,131.88425,73.682724,81.728226,203.82109,223.00426,83.67338,28.057947,30.47402,3.4028235e38,3.4028235e38,57,32,37,84,96,38.772728,33.94402,35.286396,42.455982,43.008907
20,0.0013475615,0.0012648095,0.0012790699,0.0016536206,0.0017673637,0.0014086076,0.0012964103,0.0013251894,0.001784103,0.002041511,-377.1581726074219,-383.49566650390625,-382.3744812011719,-356.6911315917969,-350.0389404296875,-120.20336151123047,-250.92919921875,-228.894775390625,3.4028234663852886e38,3.4028234663852886e38,140.45769,81.29731,87.33655,203.82109,227.80005,87.27465,28.644075,33.209255,3.4028235e38,3.4028235e38,61,35,39,84,95,39.9,34.82308,36.40821,43.434,44.381817
21,0.0013475615,0.0012605204,0.0012758067,0.001618522,0.0017673637,0.0013927715,0.0012964103,0.0013251894,0.001931252,0.002041511,-377.1581726074219,-383.8353576660156,-382.62994384765625,-358.83648681640625,-350.0389404296875,-122.0053482055664,-252.0616912841797,-223.29747009277344,3.4028234663852886e38,3.4028234663852886e38,135.85252,81.52844,93.40369,201.4232,223.00426,83.67338,28.442553,33.209255,3.4028235e38,3.4028235e38,59,37,40,84,93,41.054768,36.23601,37.42683,44.419147,45.47441
