gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
12,6.870136e-5,4.1456704e-5,5.3592717e-5,0.00010748443,0.00011489974,0.00010533348,5.4345935e-5,6.150895e-5,0.0002156683,0.00024461033,-3404.2978515625,-3659.130126953125,-3529.593017578125,-3178.4951171875,-3144.837890625,-3230.32373046875,-3469.768310546875,-3408.741943359375,-3034.921875,-2903.941162109375,79.51343,32.95837,43.749115,172.82602,207.94415,30.26858,12.63507,14.393169,64.37903,122.70036,32,15,19,63,77,26.782978,22.663595,22.995146,31.22857,32.68942
13,6.739443e-5,3.9258815e-5,5.18073e-5,0.000101838785,0.00010855257,8.575507e-5,5.4113065e-5,6.150895e-5,0.0002156683,0.000242567,-3413.9873046875,-3686.612060546875,-3546.6865234375,-3205.71533203125,-3173.506103515625,-3250.4501953125,-3469.768310546875,-3412.4501953125,-3063.3291015625,-2977.809326171875,89.45664,35.155594,48.33894,182.09496,227.35228,28.354004,13.239038,14.976344,70.73207,97.046425,36,16,20,69,82,28.352728,23.991112,24.560184,33.113724,34.265175
14,6.585999e-5,3.9258815e-5,5.18073e-5,9.676269e-5,0.00010748443,8.575507e-5,5.4113065e-5,6.150895e-5,0.0002156683,0.00024163189,-3425.6064453125,-3686.612060546875,-3546.6865234375,-3231.51025390625,-3178.4951171875,-3261.515380859375,-3469.768310546875,-3412.4501953125,-3057.587890625,-2977.150390625,95.91581,45.56001,50.3558,181.39818,224.57968,30.617655,13.693052,18.014442,74.709625,140.58395,38,20,22,69,80,30.100346,25.051588,25.72428,35.10929,36.63889
15,6.4745494e-5,3.9083145e-5,4.3722932e-5,9.6278214e-5,0.00010591752,8.315028e-5,5.1852778e-5,5.679014e-5,0.00021549521,0.00023989526,-3434.216796875,-3688.875244140625,-3632.279296875,-3234.04248046875,-3185.90380859375,-3271.588134765625,-3485.03125,-3440.728515625,-3057.587890625,-2963.948974609375,98.313705,46.0517,52.753696,194.0812,224.57968,31.446129,13.693052,18.014442,81.38218,144.63603,40,20,22,72,79,31.605679,26.729322,27.357693,36.875,38.89607
16,6.3507156e-5,3.9083145e-5,4.0173378e-5,9.415512e-5,0.00010591752,8.564073e-5,4.5975477e-5,5.3364307e-5,0.00018609548,0.00022533223,-3443.959716796875,-3688.875244140625,-3674.994384765625,-3245.2919921875,-3185.90380859375,-3262.8779296875,-3508.918212890625,-3430.0869140625,-2977.809326171875,3.4028234663852886e38,114.25568,44.72832,54.667946,222.55862,235.55511,35.65835,12.711661,17.596447,151.76033,3.4028235e38,45,20,23,79,88,33.168507,28.233767,28.758993,38.625,40.07888
17,6.143633e-5,3.817461e-5,4.0173378e-5,9.3466035e-5,0.000102252765,8.564073e-5,4.582163e-5,4.9528244e-5,0.00018375683,0.00022672866,-3460.684326171875,-3700.740966796875,-3674.994384765625,-3248.997802734375,-3203.66845703125,-3277.8935546875,-3503.562744140625,-3478.32958984375,-3003.0595703125,3.4028234663852886e38,124.0357,44.72832,54.667946,222.55862,232.89745,34.38181,12.711661,18.014442,151.76033,3.4028235e38,47,20,22,80,84,34.538044,29.773415,30.242622,40.11893,41.532337
18,6.0433344e-5,3.7099555e-5,3.9083145e-5,9.233395e-5,0.000102252765,8.145028e-5,4.2501044e-5,4.6956233e-5,0.00019557716,0.00023715846,-3468.988525390625,-3715.15234375,-3688.875244140625,-3255.14599609375,-3203.66845703125,-3278.718017578125,-3539.93896484375,-3489.390625,-2963.948974609375,3.4028234663852886e38,127.17636,46.0517,55.262043,213.93596,232.89232,34.805717,13.693052,19.870285,174.68542,3.4028235e38,48,21,23,79,84,36.28,31.220589,31.795519,41.666668,42.589912
19,6.031256e-5,3.7099555e-5,3.8147933e-5,9.170869e-5,0.000102252765,7.66844e-5,4.2501044e-5,4.561273e-5,0.00016675427,0.00023715846,-3469.998046875,-3715.15234375,-3701.093994140625,-3258.57373046875,-3203.66845703125,-3281.822021484375,-3558.663818359375,-3490.89501953125,-3003.0595703125,3.4028234663852886e38,124.0357,52.753696,64.74317,222.55862,240.15422,37.14353,14.432844,19.870285,268.96982,3.4028235e38,48,22,26,80,91,37.539604,32.244778,33.42078,42.72903,43.87473
20,5.797127e-5,3.6823134e-5,3.7981787e-5,9.170869e-5,0.000102252765,7.161701e-5,4.185128e-5,4.4624907e-5,0.00016486502,0.0002180294,-3489.97265625,-3718.925537109375,-3703.2958984375,-3258.57373046875,-3203.66845703125,-3281.822021484375,-3569.54296875,-3542.880615234375,3.4028234663852886e38,3.4028234663852886e38,130.32782,55.151592,62.345276,224.57968,266.32205,36.954826,16.79547,20.649513,3.4028235e38,3.4028235e38,50,22,26,84,94,38.92291,33.469,34.608246,43.95287,45.10672
21,5.732093e-5,3.656354e-5,3.7369617e-5,8.745769e-5,0.000101377685,6.932642e-5,3.9280094e-5,4.4581047e-5,0.00014907685,0.0002180294,-3495.6640625,-3722.49462890625,-3711.493408203125,-3282.5185546875,-3208.004638671875,-3292.7314453125,-3569.54296875,-3517.480712890625,3.4028234663852886e38,3.4028234663852886e38,143.63716,64.74317,77.032104,245.43233,261.26666,41.707485,19.049385,20.730194,3.4028235e38,3.4028235e38,55,26,31,90,94,40.144398,34.814323,36.17972,45.113636,46.15355
22,5.649597e-5,3.6079062e-5,3.6876743e-5,8.745769e-5,0.000101377685,6.705477e-5,3.915599e-5,4.408691e-5,0.00016675427,0.00021961732,-3502.977783203125,-3729.22412109375,-3718.191650390625,-3282.5185546875,-3208.004638671875,-3304.9794921875,-3587.95703125,-3516.2822265625,3.4028234663852886e38,3.4028234663852886e38,147.78722,63.337376,74.5472,245.43233,266.32205,42.45038,19.870285,20.78328,3.4028235e38,3.4028235e38,56,24,30,90,97,40.99138,35.937027,37.218594,46.083954,47.2821
23,5.607437e-5,3.5343633e-5,3.6823134e-5,8.745769e-5,9.351193e-5,6.705477e-5,3.915599e-5,4.3579425e-5,0.00020201964,0.0002180294,-3506.756591796875,-3739.614013671875,-3718.925537109375,-3282.5185546875,-3248.75,-3304.783447265625,-3570.881103515625,-3516.2822265625,3.4028234663852886e38,3.4028234663852886e38,154.06421,57.549488,69.07755,249.53299,277.25888,44.362213,20.730194,22.467216,3.4028235e38,3.4028235e38,58,24,30,93,97,42.164032,37.07416,38.4463,47.06909,47.927895
24,5.4588487e-5,3.531739e-5,3.6823134e-5,8.745769e-5,9.2773495e-5,6.6969194e-5,3.915599e-5,4.3579425e-5,0.00020753383,0.00021813493,-3520.3056640625,-3739.98828125,-3718.925537109375,-3282.5185546875,-3252.75,-3310.5146484375,-3587.95703125,-3517.480712890625,3.4028234663852886e38,3.4028234663852886e38,154.35886,63.337376,79.17172,251.84866,277.47568,43.03121,20.78328,23.097887,3.4028235e38,3.4028235e38,58,24,30,93,98,43.2342,38.62047,39.928406,47.98261,48.70956
25,5.420951e-5,3.4324403e-5,3.5343633e-5,8.5637585e-5,9.168544e-5,6.705477e-5,3.915599e-5,4.2589087e-5,0.00020766442,0.00021813493,-3523.820068359375,-3754.37646484375,-3739.614013671875,-3293.12841796875,-3258.70166015625,-3311.9970703125,-3595.78369140625,-3525.91162109375,3.4028234663852886e38,3.4028234663852886e38,161.51894,63.337376,79.17172,257.85074,277.25888,43.03121,20.78328,23.57803,3.4028235e38,3.4028235e38,61,24,30,93,97,44.309128,39.748466,41.083332,48.851418,49.35599
26,5.3922733e-5,3.424024e-5,3.5343633e-5,8.5232576e-5,8.9723915e-5,6.6581015e-5,3.915599e-5,4.2307696e-5,0.00020766442,0.00022288095,-3526.49609375,-3755.615234375,-3739.614013671875,-3295.52001953125,-3269.6123046875,-3316.035400390625,-3596.2734375,-3536.224853515625,3.4028234663852886e38,3.4028234663852886e38,154.35886,57.15285,72.062294,257.85074,274.4863,41.45154,21.22757,22.849411,3.4028235e38,3.4028235e38,58,23,29,93,97,45.245354,40.70143,42.197674,49.645008,50.326424
27,5.3487973e-5,3.424024e-5,3.5343633e-5,8.415049e-5,8.9723915e-5,6.657133e-5,3.9062947e-5,4.0509945e-5,0.0002180294,0.00024210736,-3530.580078125,-3755.615234375,-3739.614013671875,-3301.9658203125,-3269.6123046875,-3316.03271484375,-3596.2734375,-3556.27978515625,3.4028234663852886e38,3.4028234663852886e38,157.06691,59.94738,72.062294,253.3495,274.4863,42.45038,22.053627,23.57803,3.4028235e38,3.4028235e38,59,24,29,93,97,46.103756,41.933334,42.980286,50.231495,50.85042
28,5.2719693e-5,3.3714226e-5,3.487083e-5,8.323948e-5,8.9723915e-5,6.6021035e-5,3.9286126e-5,4.185128e-5,0.0002180294,0.00024071262,-3537.87890625,-3763.42529296875,-3746.40869140625,-3307.457275390625,-3269.6123046875,-3303.4697265625,-3595.78369140625,-3528.960693359375,3.4028234663852886e38,3.4028234663852886e38,167.64156,64.74317,92.28343,257.85074,274.8217,46.92816,22.053627,24.538631,3.4028235e38,3.4028235e38,63,27,40,93,99,46.91573,42.891106,43.735924,51.040848,51.697067
29,5.2711082e-5,3.3564436e-5,3.3881322e-5,8.305676e-5,8.9399444e-5,6.488594e-5,3.9062947e-5,4.0511222e-5,0.00021631968,0.00023503724,-3537.961669921875,-3765.671630859375,-3760.931396484375,-3308.566162109375,-3271.43994140625,-3307.818603515625,-3595.78369140625,-3536.224853515625,3.4028234663852886e38,3.4028234663852886e38,164.32637,64.74317,99.01116,257.85074,274.58533,46.92816,21.22757,24.621023,3.4028235e38,3.4028235e38,62,27,40,93,98,47.85524,44.032608,44.578312,51.751755,52.308056
30,5.201311e-5,3.3494867e-5,3.3858738e-5,8.273061e-5,8.694897e-5,6.201004e-5,3.878764e-5,4.0282328e-5,0.00021165049,0.00023503724,-3544.6865234375,-3766.71923828125,-3761.267578125,-3310.55126953125,-3285.46142578125,-3294.07666015625,-3570.881103515625,-3525.91162109375,3.4028234663852886e38,3.4028234663852886e38,182.1114,67.14107,102.59798,266.32205,274.8217,50.37478,22.202969,24.621023,3.4028235e38,3.4028235e38,68,28,40,95,99,48.67554,44.86986,45.224457,52.25144,52.8388
31,5.141246e-5,3.340158e-5,3.382939e-5,8.2494145e-5,8.692455e-5,6.103558e-5,3.878764e-5,3.9498053e-5,0.00021062381,0.00024071762,-3550.54638671875,-3768.125732421875,-3761.705078125,-3311.9951171875,-3285.60302734375,-3293.109619140625,-3570.881103515625,-3536.224853515625,3.4028234663852886e38,3.4028234663852886e38,177.44568,87.208275,104.36608,260.62335,270.80502,50.37478,22.564243,26.17697,3.4028235e38,3.4028235e38,66,34,41,94,99,49.349056,45.495743,45.982113,52.67707,53.39148
32,5.117747e-5,3.340158e-5,3.382939e-5,8.2494145e-5,8.692455e-5,5.9119102e-5,3.855959e-5,4.0282328e-5,0.00020766442,0.00021715598,-3552.857421875,-3768.125732421875,-3761.705078125,-3311.9951171875,-3285.60302734375,-3300.021728515625,-3570.881103515625,-3510.15234375,3.4028234663852886e38,3.4028234663852886e38,182.99086,94.90313,104.36608,265.38892,274.4863,55.2264,22.666992,25.310322,3.4028235e38,3.4028235e38,68,37,41,94,99,49.964855,46.15062,46.70095,53.068783,53.80584
33,5.117747e-5,3.2940014e-5,3.3799468e-5,7.8276935e-5,8.607099e-5,5.9119102e-5,3.855959e-5,3.9631155e-5,0.00020836003,0.00024072647,-3552.857421875,-3775.146240234375,-3762.151611328125,-3338.468505859375,-3290.58154296875,-3316.170166015625,-3596.2734375,-3536.224853515625,-2881.156982421875,3.4028234663852886e38,181.43936,97.46808,108.20135,265.38892,274.4863,52.765457,22.666992,26.17697,429.4772,3.4028235e38,67,38,42,94,99,50.544323,47.11646,47.389423,53.631927,54.30215
34,5.073229e-5,3.262972e-5,3.3564436e-5,7.820714e-5,8.607099e-5,5.8698573e-5,3.855959e-5,3.960549e-5,0.00020836003,0.00024072827,-3557.265380859375,-3779.92138671875,-3765.671630859375,-3338.918701171875,-3290.58154296875,-3317.510986328125,-3596.2734375,-3536.224853515625,3.4028234663852886e38,3.4028234663852886e38,182.1114,94.90313,105.162926,265.38892,271.71368,50.612057,23.695148,27.59866,3.4028235e38,3.4028235e38,68,37,41,97,99,50.99058,47.671593,48.09823,53.96114,54.6968
35,5.0716e-5,3.1986685e-5,3.2940014e-5,7.8118006e-5,8.607099e-5,5.9119102e-5,3.5686615e-5,3.880901e-5,0.00020836003,0.00024072827,-3557.42724609375,-3789.962158203125,-3775.146240234375,-3339.493896484375,-3290.58154296875,-3319.3310546875,-3596.2734375,-3532.578857421875,3.4028234663852886e38,3.4028234663852886e38,184.14742,94.90313,105.162926,265.38892,268.097,50.03441,23.695148,28.13111,3.4028235e38,3.4028235e38,70,37,41,97,98,51.575558,48.223648,48.756134,54.269882,55.019012
36,5.057672e-5,3.1986685e-5,3.2874002e-5,7.8118006e-5,8.5836546e-5,5.781529e-5,3.5686615e-5,3.858622e-5,0.00021062381,0.00024146703,-3558.81494140625,-3789.962158203125,-3776.157958984375,-3339.493896484375,-3291.95751953125,-3319.634765625,-3596.2734375,-3552.070068359375,-2940.247802734375,3.4028234663852886e38,184.14742,94.90313,104.36608,265.38892,268.097,50.612057,24.621023,30.245386,429.4772,3.4028235e38,68,37,41,97,98,51.987934,48.50074,49.289593,54.6,55.226368
37,5.006268e-5,3.1986685e-5,3.262972e-5,7.8118006e-5,8.5836546e-5,5.758113e-5,3.566735e-5,3.8181744e-5,0.00021164311,0.00024146703,-3563.96826171875,-3789.962158203125,-3779.92138671875,-3339.493896484375,-3291.95751953125,-3326.28515625,-3589.765625,-3565.0869140625,-2940.247802734375,3.4028234663852886e38,187.37308,89.80082,104.36608,265.38892,268.097,52.765457,26.070278,30.311752,429.4772,3.4028235e38,68,37,41,94,98,52.45259,48.744587,49.74792,54.985256,55.481617
38,5.006268e-5,3.1753832e-5,3.2561828e-5,7.646634e-5,8.5836546e-5,5.758113e-5,3.566735e-5,3.8181744e-5,0.0002112917,0.00024072827,-3563.96826171875,-3793.6484375,-3780.9716796875,-3350.27490234375,-3291.95751953125,-3322.483642578125,-3589.765625,-3565.0869140625,-2893.7978515625,3.4028234663852886e38,186.85547,94.90313,117.98767,265.38892,268.097,48.37107,24.621023,29.588696,429.4772,3.4028235e38,69,37,45,97,99,52.799232,49.39381,50.222538,55.252132,55.66707
39,4.805576e-5,3.1555646e-5,3.2561828e-5,7.646634e-5,8.3804785e-5,5.7539368e-5,3.566735e-5,3.8181744e-5,0.0002112917,0.00023975105,-3584.609619140625,-3796.806884765625,-3780.9716796875,-3350.27490234375,-3304.042724609375,-3326.28515625,-3586.623046875,-3565.931640625,-2888.808349609375,3.4028234663852886e38,190.01213,94.90313,108.20135,265.38892,268.80457,51.82405,25.505932,29.588696,429.4772,3.4028235e38,69,37,42,96,99,53.141293,49.957687,50.704483,55.447803,55.799282
40,4.7303045e-5,3.1555646e-5,3.2561828e-5,7.504297e-5,8.273061e-5,5.758113e-5,3.5537603e-5,3.7794667e-5,0.0002112917,0.00023476918,-3592.574462890625,-3796.806884765625,-3780.9716796875,-3359.75439453125,-3310.55126953125,-3322.709228515625,-3584.197265625,-3550.226318359375,-2893.7978515625,3.4028234663852886e38,192.65851,99.39626,117.98767,265.38892,268.80457,56.49444,25.505932,30.311752,429.4772,3.4028235e38,71,38,45,96,98,53.52455,50.439056,51.128277,55.725418,56.205917
41,4.7157006e-5,3.109723e-5,3.229778e-5,7.3630355e-5,8.273061e-5,5.5612014e-5,3.5499226e-5,3.7794667e-5,0.0002112917,0.00023408678,-3594.13427734375,-3804.18994140625,-3785.079345703125,-3369.341796875,-3310.55126953125,-3322.709228515625,-3584.197265625,-3550.226318359375,3.4028234663852886e38,3.4028234663852886e38,191.33781,100.28418,121.86226,265.38892,268.80457,59.533516,25.505932,30.404799,3.4028235e38,3.4028235e38,71,40,46,96,98,53.83439,50.88874,51.396038,55.942204,56.653133
42,4.715557e-5,3.109723e-5,3.2241373e-5,7.310809e-5,7.983791e-5,5.542543e-5,3.5499226e-5,3.771291e-5,0.00020777124,0.00022234781,-3594.1494140625,-3804.18994140625,-3785.96142578125,-3372.9326171875,-3328.5068359375,-3329.818115234375,-3584.197265625,-3550.226318359375,3.4028234663852886e38,3.4028234663852886e38,191.30862,100.28418,117.98767,265.38892,271.71368,59.533516,25.505932,30.404799,3.4028235e38,3.4028235e38,71,40,45,96,98,54.188046,51.31048,51.9175,55.97878,56.82177
43,4.573661e-5,3.109723e-5,3.2241373e-5,7.310809e-5,7.983791e-5,5.4986456e-5,3.5499226e-5,3.771291e-5,0.00020259613,0.00022234781,-3609.563232421875,-3804.18994140625,-3785.96142578125,-3372.9326171875,-3328.5068359375,-3347.052978515625,-3584.197265625,-3554.944091796875,3.4028234663852886e38,3.4028234663852886e38,191.30862,100.28418,117.98767,265.38892,271.71368,58.829006,25.536991,30.311752,3.4028235e38,3.4028235e38,70,40,45,96,98,54.48862,51.74293,52.472286,56.346466,56.952606
44,4.4234275e-5,3.109723e-5,3.2241373e-5,7.310809e-5,7.866467e-5,5.1041887e-5,3.6052304e-5,3.8302253e-5,0.00020385733,0.00023408678,-3626.4130859375,-3804.18994140625,-3785.96142578125,-3372.9326171875,-3335.9755859375,-3350.11376953125,-3584.197265625,-3554.944091796875,3.4028234663852886e38,3.4028234663852886e38,191.30862,99.39626,117.98767,265.38892,271.71368,59.515274,25.505932,30.311752,3.4028235e38,3.4028235e38,71,38,45,96,98,54.725933,52.125,52.782494,56.690285,57.295692
45,4.4234275e-5,3.109723e-5,3.2241373e-5,7.273358e-5,7.866467e-5,5.1041887e-5,3.6052304e-5,3.8748858e-5,0.00019559546,0.00022234781,-3626.4130859375,-3804.18994140625,-3785.96142578125,-3375.524169921875,-3335.9755859375,-3347.052978515625,-3573.87744140625,-3554.944091796875,3.4028234663852886e38,3.4028234663852886e38,190.01213,91.12002,113.738106,265.38892,271.9885,59.515274,25.118275,30.245386,3.4028235e38,3.4028235e38,70,38,43,96,98,54.94085,52.394123,52.924576,56.837837,57.47302
46,4.3111944e-5,3.094044e-5,3.222722e-5,6.977752e-5,7.866467e-5,5.0917955e-5,3.5457022e-5,3.6078287e-5,0.00019559546,0.00022234781,-3639.37939453125,-3806.739990234375,-3786.1826171875,-3396.456298828125,-3335.9755859375,-3350.11376953125,-3571.659423828125,-3554.944091796875,3.4028234663852886e38,3.4028234663852886e38,191.33781,99.39626,118.75758,262.68088,268.097,64.97979,25.118275,31.18293,3.4028235e38,3.4028235e38,71,38,45,96,99,55.13875,52.76179,53.19835,56.959732,57.489193
47,4.2927404e-5,3.094044e-5,3.2162516e-5,6.894849e-5,7.866467e-5,5.1041887e-5,3.5457022e-5,3.6078287e-5,0.00019465062,0.00021802788,-3641.54345703125,-3806.739990234375,-3787.196533203125,-3402.486083984375,-3335.9755859375,-3347.052978515625,-3589.255126953125,-3561.416259765625,3.4028234663852886e38,3.4028234663852886e38,195.49171,91.12002,118.75758,262.68088,274.8217,68.661705,24.74419,28.975618,3.4028235e38,3.4028235e38,73,38,45,97,99,55.31124,53.13539,53.39363,57.099228,57.61469
48,4.2353797e-5,3.075614e-5,3.1555646e-5,6.894849e-5,7.866467e-5,5.1041887e-5,3.5440356e-5,3.6078287e-5,0.00019465062,0.00021802788,-3648.329833984375,-3809.753662109375,-3796.806884765625,-3402.486083984375,-3335.9755859375,-3356.597900390625,-3598.27490234375,-3563.801513671875,3.4028234663852886e38,3.4028234663852886e38,196.54527,100.28418,118.75758,263.48883,277.6549,64.97979,24.74419,28.71392,3.4028235e38,3.4028235e38,73,38,46,97,99,55.540512,53.39645,53.70618,57.36087,57.7537
49,4.086217e-5,3.0438596e-5,3.1504253e-5,6.8264184e-5,7.866467e-5,5.1041887e-5,3.4394227e-5,3.5529327e-5,0.00019465062,0.00021802788,-3666.41796875,-3814.989501953125,-3797.62890625,-3407.518310546875,-3335.9755859375,-3359.27197265625,-3598.27490234375,-3563.801513671875,3.4028234663852886e38,3.4028234663852886e38,196.54527,102.92323,118.75758,263.90573,277.6549,63.94843,24.74419,28.71392,3.4028235e38,3.4028235e38,73,39,46,97,99,55.727474,53.623573,53.915108,57.44768,57.92235
50,4.086217e-5,3.0438596e-5,3.1504253e-5,6.8264184e-5,7.866467e-5,5.0433577e-5,3.519461e-5,3.586025e-5,0.00019217862,0.00021802788,-3666.41796875,-3814.989501953125,-3797.62890625,-3407.518310546875,-3335.9755859375,-3362.097412109375,-3598.27490234375,-3563.801513671875,3.4028234663852886e38,3.4028234663852886e38,196.8538,102.92323,117.98767,263.90573,277.6549,64.97979,24.74419,28.975618,3.4028235e38,3.4028235e38,73,39,45,97,99,55.9515,53.89223,54.230297,57.6567,58.154255
51,4.086217e-5,3.0438596e-5,3.116384e-5,6.7602305e-5,7.866467e-5,5.0433577e-5,3.5457022e-5,3.6078287e-5,0.00019559546,0.00023438015,-3666.41796875,-3814.989501953125,-3803.1103515625,-3412.43359375,-3335.9755859375,-3359.27197265625,-3584.197265625,-3547.49560546875,3.4028234663852886e38,3.4028234663852886e38,203.10376,105.162926,118.75758,263.90573,277.6549,69.34319,27.293825,30.87411,3.4028235e38,3.4028235e38,75,41,46,97,99,56.10834,54.093445,54.462753,57.784378,58.197243
