id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Abs((((t0 + ((Abs(Log(Sqrt(Abs(t1)))) ^ (t2 * t3)) - (t4 / (x1 - Sqrt(Abs(t5)))))) + Sqrt(Abs(t6))) - ((Abs(Log(Sqrt(Abs(t7)))) ^ t8) - (t9 / (Sqrt(Abs(Sqrt(Abs(Exp(Exp(Sqrt(Abs(t10)))))))) + x2))))) ^ Exp(Sin(Sqrt(Abs((((Exp(t11) - (t12 * x0)) + t13) * t14)))))),26.254323682149117;4.955290276850319;3.7405243714795624;-1.539181410889146;-10.59232318505161;8.564589421658962;11.343364223024311;23.258127302828964;6.089573394957838;3.3505883012164994;0.6671008889615065;-69.3487734902885;516.1675188122965;-155.32007789310558;319.2906126676973,50,1041579.1651153974,1001688.5523363467,0.9055193301216541,0.880175344719155
