id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Abs((Sqrt(Abs(t0)) - ((Abs(Sin(Sin((Sin(Sin(x0)) * Sin(((Sqrt(Abs(x0)) * t1) * t2)))))) ^ (Sqrt(Abs(x0)) * ((Abs((t3 + x1)) ^ t4) - x1))) - Exp(((Sin((t5 - t6)) / Exp(x0)) / t7))))) ^ Sin((Sqrt(Abs(x1)) * ((Abs(x2) ^ t8) - x1)))),-0.2760076251224666;-1.290560306443818;0.3664019475242636;-1.6571382591966937;-3.2150690000801934;-0.8324195791606488;0.3146082434476093;-0.11497742996207377;-0.9783064533762003,48,632989.4476644744,9730396.516631743,0.9419999192956166,-0.13227079204539138
