id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Abs(((Abs((t0 - t1)) ^ Sqrt(Abs(Sin(Sqrt(Abs((Exp(x0) - (Sqrt(Abs(t2)) - x1)))))))) - t3)) ^ Sqrt(Abs(Sin(Exp((Sin(x1) - (Abs(((x0 * (x1 - (Abs((t4 + t5)) ^ x0))) + x1)) ^ ((t6 - Exp(((Abs((Sqrt(Abs(t7)) - x1)) ^ t8) * Sqrt(Abs(x1))))) - t9)))))))),15180.07034537182;-15178.756703563675;-2400.375215937425;-220.68545552493518;1909.2211554776252;1910.345218423;140.04928069042373;9.044263852744763;-107.00144305897649;-141.0054321265762,49,809607.0695857782,1665330.5418567222,0.9044979365596169,0.8763330714911516
