Complexity,Loss,Equation
1,0.113488264,"2.972191"
3,0.10878469,"447.5022 / x20"
4,0.06525807,"log(x48 + -330.13202)"
6,0.06145936,"sqrtabs(x48 + -249.33408) + -7.07419"
9,0.059646774,"log((x48 + -330.12604) - sin(x53 + x53))"
10,0.059279893,"log((sin(x46) + x48) + (sin(x53) + -329.87616))"
11,0.053373758,"log(sqrtabs(-114.96299 / sin(sqrtabs((x31 + x46) + 86.77835))))"
13,0.0484161,"log(sqrtabs(x48 / sin(sqrtabs(x31 + x46) + 1.553712)) - x36)"
14,0.046782438,"log(sqrtabs(x48 / sin(sin(sqrtabs(x31 + x46) + 1.5486262))) - x36)"
16,0.045791447,"log(sin(x46) + (sqrtabs(x48 / sin(sqrtabs(x46 + x31) + 1.5568728)) - x36))"
17,0.04429865,"log(sqrtabs(x48 / sin(sin(sqrtabs(x31 + x46) + 1.5510283))) + (sin(x46) - x36))"
19,0.04420826,"log((sin(x46) + sqrtabs(x48 / sin(sqrtabs(x31 + x46) + 1.553712))) - (sin(x36) + x36))"
20,0.043222535,"log(sqrtabs(x48 / sin(sin(sqrtabs(x31 + x46) + 1.5486262))) + ((sin(x46) - sin(x36)) - x36))"
21,0.04319472,"log(sqrtabs(x48 / sin(sin(sqrtabs(x31 + x46) + 1.5486262))) + ((sin(x46) - sin(sin(x36))) - x36))"
25,0.042842012,"log(sqrtabs(x48 / sin(sin(sqrtabs(x31 + x46) + 1.5510283))) + (sin((sqrtabs(x36) + x48) / (sqrtabs(x36) + 1.5521092)) - x36))"
26,0.04129472,"log(sqrtabs((((x48 + x48) + x48) + -927.4467) / sin(sqrtabs(x46 + x31) + 1.5700163)) + ((sin(x46) - sin(x36)) - sin(x36)))"
27,0.04125262,"log(sqrtabs((((x48 + x48) + x48) + -927.4467) / sin(sqrtabs(x46 + x31) + 1.5700163)) + ((sin(x46) - sin(x36)) - sin(sin(x36))))"
32,0.040001485,"log((sqrtabs(((x48 + (x48 + x48)) + -927.4467) / sin(sqrtabs(x46 + x31) + 1.5700163)) + sin(x46)) + (sin((sqrtabs(x48) - sin(x48)) - x36) - sin(x36)))"
33,0.039881,"log(((sin(x48 / (sqrtabs(x36) + 1.5521092)) - sin(x36)) + sqrtabs(((x48 + -214.6879) + ((x48 + x48) + -713.9914)) / sin(sqrtabs(x46 + x31) + 1.5731769))) + sin(x46))"
36,0.03892907,"log(((sin(sin(x46)) - sin(x36 + sin(sin(x36) + x15))) - sin(x36 + sin(x15))) + sqrtabs((x48 + (x48 + (x48 + -927.4467))) / sin(sqrtabs(x46 + x31) + 1.5700163)))"
41,0.03892162,"log(((sin(sin(x46)) - sin(x36 + sin(sin(x36) + x15))) - sin(x36 + sin(x15))) + sqrtabs(((x48 + (x48 + (x48 + -927.4467))) / sin(sqrtabs(x46 + x31) + 1.5700163)) + sin(x46 + x36)))"
44,0.038262088,"log(((sin(sin(x46)) - sin(x36 + sin(sin(x36) + x15))) - sin(x36 + sin(x48))) + sqrtabs(((x48 + (x48 + (x48 + -927.4467))) / sin(sqrtabs(x46 + x31) + 1.5700163)) + sin(x46 + sin(x48 + -927.4467))))"
46,0.038083218,"log(((sin(x46) - sin(x36 + sin(x15 + x36))) - sin(x36 + sin(x48 + sin(x36)))) + sqrtabs(((x48 + ((x48 + x48) + -927.4467)) / sin(sqrtabs(x46 + x31) + 1.5700163)) + sin(x46 + sin(x15 + sin(x46)))))"
48,0.037995774,"log(((sin(sin(x46)) - sin(x36 + sin(sin(x36) + x15))) - sin(x36 + sin(sin(x36) + sin(x48)))) + sqrtabs(((x48 + (x48 + (x48 + -927.4467))) / sin(sqrtabs(x46 + x31) + 1.5700163)) + sin(x46 + sin(x36 + 1.5700163))))"
