id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(((((((Abs((Log(x4) - x3)) ^ t0) + (x3 + x4)) + x1) * t1) + t2) - x0) - x0),7.009266373577135;861.1145883915232;-4002.81356754784,20,1516.503850581258,4778.331896980293,0.9893959870320969,0.9375399897846997
