id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((Abs((Exp(Exp((x4 / Exp(Sin(((x4 - t0) - t1)))))) * x1)) ^ (t2 + t3)) + t4),1.1555458331878292;0.7881182394499155;1.4655786522453098;0.11471902383901095;63.553210298389516,19,2840.2642608380343,5600.039354795939,0.9801397147507047,0.9267990330417014
