id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((((Log((Abs(Exp(Exp(x2))) ^ t0)) * x1) - x0) / x3) + Exp((Abs(Sqrt(Abs((t1 - x4)))) ^ x2))),4.380474781849994;1.4338176450347935,20,1441.1730563787025,5435.844498179507,0.9899227306459032,0.9289453076502198
