Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,1.80595,1,0.05341109749999999,0.0750182975617284,0.05341109749999999,0.0750182975617284,0.0,-0.0042128095701505774
1,1.8470773 - powabs(-0.022670489, x0),5,0.02724281080873795,0.032912422454672345,0.02724281080873795,0.032912422454672345,0.4899410032018542,0.559426469312099
2,1.8574499 - powabs(-3.0412644e-5, powabs(x0, 2.58357)),7,0.019428721147581235,0.02105090086812853,0.019428721147581235,0.02105090086812853,0.6362418662604483,0.7182076241150169
3,powabs(x0, 0.52255005 - x0) + sqrtabs(x0),8,0.0073510688459441234,0.007515618251024227,0.0073510688459441234,0.007515618251024227,0.8623681371470765,0.8993941429648213
4,powabs(0.08014445 - x0, 0.4597523 - x0) + sqrtabs(x0),10,0.00521302537114831,0.006918113171095402,0.00521302537114831,0.006918113171095402,0.9023980855074489,0.9073924883625429
5,powabs(powabs(1.1716353, x0), powabs(powabs(5003.7905, x0), powabs(-0.18321311, x0))),11,0.0027624648531340457,0.003827079730078425,0.0027624648531340457,0.003827079730078425,0.9482791969752344,0.948769798661071
6,powabs(powabs(0.4390262, 0.49445072 - x0), powabs(9.931478, 0.9249271 - x0)) + 0.6703618,13,0.0025128318404052464,0.002323129962172626,0.0025128318404052464,0.002323129962172626,0.9529530011922102,0.9689020286765326
7,powabs(powabs(x0, powabs(0.2847908, x0)) + 0.68783206, exp(powabs(0.35479698, powabs(x0, x0)))),14,0.001781655964064905,0.0016593145566030012,0.001781655964064905,0.0016593145566030012,0.9666425883859641,0.9777880198964014
8,powabs(powabs(x0, powabs(0.28665394, x0)) + 0.6874953, powabs(2.7477026, powabs(0.35185915, powabs(x0, x0)))),15,0.0017814113296873693,0.001657542034715318,0.0017814113296873693,0.001657542034715318,0.9666471686022298,0.9778117472968185
9,powabs(powabs(0.101870134, powabs(-0.035708237, powabs(x0, 1.0885347))) + 0.72466564, exp(powabs(0.40830836, powabs(x0, x0)))),16,0.0015139605878630772,0.0015967340891119327,0.0015139605878630772,0.0015967340891119327,0.971654568830699,0.9786257369484541
10,powabs(powabs(x0, powabs(0.25119108, x0)) + 0.69692594, powabs(x0 + 2.0405507, powabs(0.31528634, powabs(x0, x0)))),17,0.0014991525088857518,0.0014585738758901997,0.0014991525088857518,0.0014585738758901997,0.9719318160633986,0.980475182489071
11,powabs(powabs(x0, powabs(-0.35662547, powabs(x0, x0 + 0.71479326))) + 0.733427, exp(powabs(-0.32455593, powabs(x0, x0)))),18,0.001309721577177929,0.001368434240960919,0.001309721577177929,0.001368434240960919,0.9754784747275053,0.98168181312437
12,powabs(powabs(x0, powabs(0.4697579, powabs(x0, powabs(1.7024848, x0)) + 0.12933697)) + 0.73468995, powabs(3.5173528, powabs(0.2550868, powabs(x0, x0)))),21,0.0013031437385324026,0.0013573770046293606,0.0013031437385324026,0.0013573770046293606,0.9756016296326357,0.9818298279250719
13,sin(sin(powabs(sin(powabs(powabs(1.7357188, 1.4591247 - x0), 1.5954216)), 7.191811) + 0.48355898)) + powabs(powabs(x0, powabs(-0.0632725, x0)) + 0.23891301, 1.1575378),24,0.0012954184418706818,0.00156684407341059,0.0012954184418706818,0.00156684407341059,0.9757462680509292,0.9790258518220399
14,powabs(sin(powabs(x0, powabs(0.1081444, x0))) + 0.34245628, 1.4641656) + sin(sin(powabs(sin(powabs(powabs(1.3987216, 1.5638568 - x0), 2.1992564)), 10.084376) + 0.48426574)),25,0.0012821196083646605,0.0015249635307058253,0.0012821196083646605,0.0015249635307058253,0.9759952581321764,0.9795864747476838
15,sin(sin(powabs(sin(powabs(powabs(1.3616759, 1.427283 - x0), 3.0991716)), 6.075098) + 0.49010643)) + powabs(sin(powabs(powabs(x0, powabs(-0.046043385, x0)), powabs(x0 - 0.31012893, -0.039190903))) + 0.3217892, 1.6026859),31,0.0012764959804016107,0.001735145200645731,0.0012764959804016107,0.001735145200645731,0.9761005476361609,0.9767729328232376
16,sin(sin(powabs(sin(powabs(powabs(1.3588924, 1.4253327 - x0), 3.0894377)), 6.1113834) + 0.4853919)) + powabs(sin(powabs(powabs(x0, powabs(-0.06179568, x0)), powabs(x0 - 0.31012893, -0.039190903))) + 0.33410555, sin(0.9772933) + 0.6713475),34,0.0012652314470775305,0.0016594734952906892,0.0012652314470775305,0.0016594734952906892,0.9763114501236839,0.9777858923052497
17,sin(sin(powabs(sin(powabs(powabs(1.3588924, 1.4253327 - x0), 3.0894377)), 6.1113834) + 0.4853919)) + powabs(sin(powabs(powabs(x0, powabs(-0.06179568, x0)), powabs(x0 - 0.31012893, -0.039190903))) + 0.33410555, sin(powabs(0.9772933, 0.33410555)) + 0.6713475),36,0.0012629748613285088,0.0016578486013029067,0.0012629748613285088,0.0016578486013029067,0.9763536995035814,0.9778076435234159
18,powabs(sin(powabs(powabs(x0, powabs(-0.06179568, x0)), powabs(x0 - 0.31012893, -0.039190903))) + 0.33410555, sin(powabs(0.9772933, 1.4253327 - x0)) + 0.6713475) + sin(sin(powabs(sin(powabs(powabs(1.3588924, 1.4253327 - x0), 3.0894377)), 6.1113834) + 0.4853919)),38,0.0012608109425309227,0.0016639037787288217,0.0012608109425309227,0.0016639037787288217,0.9763942139078695,0.9777265874753188
19,sin(sin(powabs(sin(powabs(powabs(1.3588924, 1.4253327 - x0), 3.0894377)), 6.1113834) + 0.4853919)) + powabs(sin(powabs(powabs(x0, powabs(-0.06179568, x0)), powabs(x0 - 0.31012893, -0.039190903))) + 0.33410555, sin(powabs(0.9772933, powabs(0.24394602, x0 - 0.7612282))) + 0.6713475),40,0.0012594165864530673,0.0016694969901477376,0.0012594165864530673,0.0016694969901477376,0.9764203200195789,0.9776517154142875
20,powabs(sin(powabs(powabs(x0, powabs(-0.06179568, x0)), powabs(x0 - 0.31012893, -0.039190903))) + 0.33410555, sin(powabs(powabs(powabs(0.4853919, 1.4253327 - 0.33410555), x0), powabs(-0.06179568, x0))) + 0.6713475) + sin(sin(powabs(sin(powabs(powabs(1.3588924, 1.4253327 - x0), 3.0894377)), 6.1113834) + 0.4853919)),44,0.0012549893125641362,0.0016601511628514024,0.0012549893125641362,0.0016601511628514024,0.9765032105441358,0.9777768208857798
