id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Sin(((Abs(t0) ^ ((Abs((Sqrt(Abs(Sqrt(Abs(Sin((((x0 - ((t1 + (Abs(t2) ^ t3)) - Exp(t4))) + x2) - t5)))))) / t6)) ^ (Sqrt(Abs(x1)) * Sin(x0))) / Exp((t7 + t8)))) - Log((Exp((t9 + Sqrt(Abs(t10)))) / (Sqrt(Abs((t11 + x0))) + t12))))) * t13),0.9766786650645213;2.8280713746243222;4.696971754899827;-2.55995157523852;-2.1661074113765446;2.577456871468918;-0.7179125733466173;0.18287108969122978;0.7353520854126365;-8.480792888460865;8.794877692047162;0.3191716108394085;2.81462969340637;13.770971171804446,49,6.748645840562098,4.927176130515814,0.5204955705752525,0.42466925603701244
