id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,Exp(Sqrt(Abs((((t0 - t1) + (Exp(Sqrt(Abs(Exp((t2 - t3))))) / Sqrt(Abs(x2)))) * Sqrt(Abs(Sin((Abs(((Abs(x0) ^ t4) + (Sin((t5 - t6)) / Sqrt(Abs((Sqrt(Abs(((Abs(Log(Exp(Log((x0 / (t7 / t8)))))) ^ (x1 - t9)) - (t10 * x0)))) + t11)))))) ^ t12)))))))),0.1755314298427199;-0.7162665691256793;0.8906377489979338;0.39551405321575744;-0.2698371741627983;0.9402599347360407;0.6814309029770849;-0.18390586073883441;0.11374949728565231;0.46218550142337017;-0.37638787762133763;-0.782291076597402;5.168316308277493e-2,49,NaN,NaN,NaN,NaN
