Complexity,Loss,Equation
1,0.0001933735,"0.087866634"
5,9.313483e-5,"powabs(-0.0850363, powabs(x0, 0.07582004))"
6,9.2597395e-5,"0.20964028 / (sqrtabs(x0) + 1.4509743)"
7,9.2420276e-5,"powabs(0.06907748, powabs(0.79205513, powabs(-0.3506858, x0)))"
8,8.231786e-5,"0.20606653 / (1.4509743 + sqrtabs(x6 - x0))"
9,7.000855e-5,"0.10739885 / ((0.25596216 * x0) + powabs(x1, 0.08775294))"
10,6.986672e-5,"sin(0.10739885 / ((0.25596216 * x0) + powabs(x1, 0.08775294)))"
11,6.0632698e-5,"powabs(powabs(0.09652482, powabs(0.08617552, x1 * -0.020732487)), powabs(x0, 0.05985863))"
13,5.052859e-5,"0.1062656 / powabs((0.26322508 * x0) + powabs(x1, 0.08867596), powabs(0.26322508, x6))"
15,3.875071e-5,"powabs(0.17620955 / powabs(powabs(x1 + 3.0407538, powabs(0.73227143, x6)), 0.5433071), powabs(x0, 0.062498555))"
17,3.691428e-5,"0.20606653 / powabs(powabs(powabs(powabs(x1 + 3.6121147, 0.9502935), 0.6187472), powabs(0.7668757, x6)), powabs(x0, 0.17666309))"
19,3.55085e-5,"0.20606653 / powabs(powabs(powabs(powabs((x1 + x3) + 3.611659, powabs(-0.75114375, x6)), 0.6187472), 0.94490314), powabs(x0, 0.17666309))"
21,3.468893e-5,"0.20606653 / powabs(powabs(powabs(powabs((x1 + (x3 * 0.6187472)) + 3.611659, powabs(-0.75114375, x6)), 0.6187472), 0.94490314), powabs(x0, 0.17666309))"
23,3.2501775e-5,"powabs(0.19263129 / powabs(powabs(powabs((x1 + x3) + 3.5366414, powabs(x14 + 0.6907647, 0.11437677)), 0.5651698), powabs(-0.75114375, x6)), powabs(x0, 0.06260492))"
24,3.2350697e-5,"powabs(0.19263129 / powabs(powabs(powabs(x1 + 3.5366414, powabs(x14 + (exp(x13) * 0.6907647), 0.11437677)), 0.5651698), powabs(-0.75114375, x6)), powabs(x0, 0.06260492))"
25,3.1916326e-5,"powabs(0.20127608 / powabs(powabs(powabs((x1 + (x3 * 0.6907647)) + 3.5329654, powabs(x14 + 0.73227143, 0.10520119)), 0.5914412), powabs(0.7668757, x6)), powabs(x0, 0.061104424))"
26,2.9091158e-5,"powabs(0.19263129 / powabs(powabs(powabs((x1 + x3) + 3.5366414, powabs(x14 + (exp(x13) * 0.6907647), 0.11437677)), 0.5651698), powabs(-0.75114375, x6)), powabs(x0, 0.06260492))"
28,2.8536966e-5,"powabs(0.20127608 / powabs(powabs(powabs((x1 + (x3 * 0.6907647)) + 3.5329654, powabs(x14 + (exp(x13) * 0.6907647), 0.10520119)), 0.5914412), powabs(0.7668757, x6)), powabs(x0, 0.061104424))"
31,2.8473232e-5,"sin(powabs(0.20127608 / powabs(powabs(powabs((x1 + (x3 * 0.6907647)) + 3.5329654, powabs((x14 + 0.6897079) * exp(x13), 0.10520119)), 0.5914412), powabs(0.7668757, powabs(x6, 5.969902))), powabs(x0, 0.061104424)))"
32,2.8056953e-5,"powabs(0.20127608 / powabs(powabs(powabs((x1 + (x3 * 0.6949207)) + 3.5329654, powabs((x14 + 0.6897079) * exp(x13), 0.10520119)), 0.5914412), powabs(-0.76421994, powabs(x0 * x6, 0.26322508))), powabs(x0, 0.061104424))"
34,2.7747805e-5,"powabs(0.20127608 / powabs(powabs(powabs((x1 + (x3 * 0.6949207)) + 3.5329654, powabs((x14 + 0.6897079) * exp(x13), 0.10520119)), 0.5914412), powabs(-0.76421994, powabs(x0 * x6, powabs(0.0058436557, x1)))), powabs(x0, 0.061104424))"
36,2.7622713e-5,"powabs(0.20127608 / powabs(powabs(powabs((x1 + (x3 * 0.6949207)) + 3.5329654, powabs((x14 + 0.6897079) * exp(x13), 0.10520119)), 0.5914412), powabs(-0.76421994, powabs(x0 * x6, powabs(powabs(0.1835557, x0), x1)))), powabs(x0, 0.061104424))"
38,2.7606566e-5,"powabs(0.20127608 / powabs(powabs(powabs((x1 + ((x3 * x3) * 0.6949207)) + 3.5329654, powabs((x14 + 0.6897079) * exp(x13), 0.10520119)), 0.5914412), powabs(-0.76421994, powabs(0.08617552 * powabs(x6, 5.969902), powabs(0.0058436557, x0)))), powabs(x0, 0.061104424))"
40,2.7192153e-5,"powabs(0.20127608 / powabs(powabs(powabs((x1 + ((x3 * x3) * 0.6949207)) + 3.5329654, powabs((x14 + 0.6897079) * exp(x13), 0.10520119)), 0.5914412), powabs(-0.76421994, powabs(x0 * powabs(x6, 5.969902), powabs(0.0058436557, x1 * x0)))), powabs(x0, 0.061104424))"
