gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,488112.34,242454.62,242454.81,530367.9,530367.9,502059.3,242045.27,242045.45,527250.8,527600.9,7968.089,7618.2236,7618.224,8009.6016,8009.6016,7987.1265,7637.0674,7650.271,8020.4,8020.4,9.656628,3.295837,3.295837,26.366695,30.761145,7.792572,4.3575263,6.273327,16.386925,19.795914,6,3,3,12,14,6.022,5.662,5.746,6.282,6.328
2,365021.62,241944.97,242454.78,517479.94,522611.6,367520.53,241691.4,242045.27,520458.9,522575.12,7822.7944,7617.172,7618.224,7997.302,8002.2354,7851.7744,7636.6416,7637.0674,8010.408,8019.4517,12.542316,5.4930615,5.5451775,29.11218,30.761145,10.151901,4.3575263,6.273327,19.643139,19.794374,7,4,5,14,14,5.39,4.998,5.11,5.632,5.696
3,248148.42,241944.97,242454.78,493000.28,517479.94,248447.03,241691.4,242045.4,510972.6,515600.78,7629.83,7617.172,7618.224,7973.0713,7997.302,7661.366,7636.6416,7636.642,7995.1675,8010.408,12.542316,6.931472,6.931472,26.366695,29.11218,10.554254,7.2550254,7.5611563,14.818027,19.643139,7,5,5,12,14,4.798,4.424,4.516,5.262,5.322
4,245138.77,241944.97,242454.81,493094.72,517479.94,245354.62,241691.4,242045.4,515600.78,520458.9,7623.7285,7617.172,7618.224,7973.1665,7997.302,7652.0415,7636.6416,7636.6416,7991.3545,8010.408,8.04719,5.5451775,6.931472,22.873857,24.953299,11.256587,6.2054224,7.2550254,13.640401,14.818027,5,4,5,11,12,4.246,3.66,3.856,4.592,4.682
5,245138.77,238679.53,242454.78,487371.1,517479.94,245352.44,239435.88,242045.33,510914.62,515600.88,7623.7285,7610.3774,7618.224,7967.329,7997.302,7648.459,7635.7935,7636.6416,7985.078,8010.408,9.704061,6.931472,6.931472,24.953299,29.11218,10.718918,7.245769,7.5611563,12.551928,13.19256,7,5,5,12,14,3.338,2.834,2.98,3.824,3.994
6,245138.77,238679.53,242454.77,490678.7,517479.94,245352.44,239435.88,242045.33,509156.84,510914.62,7623.7285,7610.3774,7618.224,7970.711,7997.302,7647.3794,7635.7935,7636.6416,7983.8467,8010.408,9.656628,5.5451775,6.931472,24.953299,29.11218,11.110294,7.2457285,7.5611563,13.19256,13.327927,6,4,5,12,14,2.592,1.994,2.086,3.032,3.088
7,245138.77,238679.58,242454.77,490678.7,509241.2,245352.44,239434.44,241930.3,504847.22,510914.62,7623.7285,7610.3774,7618.224,7970.711,7989.2773,7646.148,7634.6333,7636.595,7983.8467,8010.408,9.704061,5.5451775,6.931472,24.953299,29.11218,11.110294,7.2457285,7.5611563,13.19256,13.327927,7,4,5,12,14,2.028,1.53,1.554,2.334,2.41
8,245138.77,242369.66,242454.81,490678.7,509241.3,245354.6,241751.62,242045.33,504847.22,510914.62,7623.7285,7618.0483,7618.224,7970.711,7989.2773,7645.886,7634.6333,7636.595,7983.8467,8010.408,9.704061,5.5451775,6.931472,22.873857,24.953299,11.110294,7.2457285,7.5611563,13.19256,13.327927,7,4,5,11,12,1.776,1.29,1.46,2.412,2.634
9,245138.73,242369.66,242454.81,490678.7,509241.34,245354.0,241751.62,242045.4,504847.22,510914.62,7623.7285,7618.0483,7618.224,7970.711,7989.2773,7642.1655,7632.7407,7634.6333,7983.6187,8006.075,6.931472,6.931472,6.931472,18.714973,24.953299,11.110294,3.2511451,7.2457285,13.19256,13.327927,5,5,5,9,12,1.808,1.334,1.484,2.804,3.176
10,244880.12,242454.77,242454.81,490678.7,509241.34,244791.56,242045.4,242045.48,504847.22,510911.94,7623.2,7618.224,7618.224,7970.711,7989.2773,7642.1655,7632.7407,7632.741,7983.6187,8006.075,8.04719,6.931472,6.931472,17.513191,18.714973,9.283955,3.2506175,3.2511451,13.19256,13.327927,5,5,5,9,9,2.1,1.338,1.688,3.124,3.57
11,244880.03,238720.22,242454.81,490678.8,509241.3,244332.17,242045.45,242045.48,504847.22,510911.94,7623.2,7610.4624,7618.224,7970.711,7989.2773,7642.141,7632.7407,7632.741,7983.615,8005.3823,11.266066,6.931472,6.931472,17.703817,18.714973,8.657898,3.2502675,3.2511451,13.19256,13.327927,7,5,5,9,11,2.392,1.524,1.934,3.674,3.868
12,244880.0,238589.47,238720.22,490678.8,509241.3,244332.44,242045.4,242045.48,504847.16,513101.25,7623.2,7610.1885,7610.4624,7970.711,7989.2773,7641.812,7632.445,7632.741,7983.615,8005.3823,11.266066,6.931472,6.931472,18.714973,19.709354,8.657898,3.2506175,3.2511451,13.327927,13.632763,7,5,5,11,11,2.782,1.836,2.164,4.23,4.234
13,244880.0,238589.47,238720.22,485381.28,509241.12,244332.42,242045.4,242045.48,495565.44,504847.16,7623.2,7610.1885,7610.4624,7965.283,7989.2773,7640.635,7632.445,7632.741,7978.2383,8003.994,11.266066,6.931472,6.931472,19.709354,19.709354,8.492212,3.2506175,3.2511451,13.327927,13.632763,7,5,5,11,11,2.978,2.16,2.408,4.584,5.024
14,244880.0,238589.47,238720.22,485381.28,509241.4,244332.42,242045.45,242045.48,495564.2,504847.16,7623.2,7610.1885,7610.4624,7965.283,7989.2773,7638.301,7632.445,7632.741,7978.2383,8003.7886,11.266066,6.931472,6.931472,19.709354,21.405012,7.457691,3.2450414,3.2511446,13.327927,13.353617,7,5,5,11,11,3.284,2.336,2.58,5.5,5.966
15,244880.0,237196.38,238589.6,485381.28,496861.44,244332.2,241779.58,242045.45,492496.84,504847.16,7623.2,7607.2603,7610.189,7965.283,7976.9717,7638.2456,7631.916,7632.65,7978.2383,8001.6274,11.266066,6.931472,6.931472,21.405012,23.350922,7.2457285,3.1594777,3.2508667,13.19256,13.327927,7,5,5,11,12,3.544,2.656,2.668,5.89,6.81
