Complexity,Loss,Equation
1,0.14150095,"7.806958"
3,0.039443035,"x2 + 4.4206324"
5,0.03161945,"powabs(x2, 1.1465851) + 3.755933"
6,0.021916,"x2 + (exp(x3) + 4.183671)"
7,0.014988287,"(x2 + powabs(2.1283476, x3)) + 4.183671"
8,0.0071554654,"(sqrtabs(x3 + x2) + 3.1737819) + x2"
9,0.0068468866,"(powabs(x3 + x2, 0.4636936) + x2) + 3.1946433"
10,0.0045423484,"powabs(x3 - -0.44711408, sin(x2)) + (x2 + x2)"
11,0.004438165,"powabs(x3 - -0.44711408, sin(sin(x2))) + (x2 + x2)"
12,0.0038447024,"x2 + (powabs(x3 + x2, powabs(sin(x2), 0.78290474)) + 3.2004359)"
13,0.0037739796,"(x2 + 3.1998284) + powabs(x3 + x2, powabs(sin(sin(x2)), 0.75927436))"
14,0.0036094193,"powabs(x3 + x2, powabs(sin(x2), sin(sqrtabs(x3)))) + (x2 + 3.2334425)"
15,0.0029085171,"powabs(x3 + x2, powabs(sin(x2), sin(powabs(x3, 0.7085073)))) + (x2 + 3.2334425)"
16,0.0028994451,"powabs(powabs(x3 + x2, powabs(sin(x2), powabs(0.85760206, x2))) + (x2 + 3.9996617), 0.95194757)"
17,0.0028239049,"(powabs(x2 + x3, powabs(sin(x2), powabs(0.98602885, powabs(sin(x3), -16.397581)))) + x2) + 3.220924"
18,0.0027999931,"(powabs(x2 + x3, powabs(sin(sin(x2)), powabs(0.98602885, powabs(sin(x3), -16.397581)))) + x2) + 3.220924"
19,0.0026736078,"x2 + (3.2334425 + powabs(x3 + x2, powabs(sin(x2), sin(powabs(x3, sin(sin(x3) + x2))))))"
20,0.0026212449,"powabs(x3 + x2, powabs(sin(x2), sin(powabs(powabs(sin(x2), 35.984592), powabs(x2, -4.3332515))))) + (x2 + 3.1843338)"
21,0.0025686254,"powabs(x3 + x2, powabs(sin(sin(x2)), powabs(sin(x2 + x3), powabs(3.234479, sin(x3))))) + (3.234479 + x2)"
22,0.0025637404,"powabs(x3 + x2, powabs(sin(x2), powabs(sin(powabs(x3, 0.7181033)), powabs(powabs(x3, sin(x2)), -2.3295557)))) + (x2 + 3.24183)"
23,0.0024576534,"(powabs(x3 + x2, sin(powabs(sin(x2), powabs(sin((x3 + 3.234479) + x2), powabs(x2, sin(x3)))))) + 3.234479) + x2"
24,0.0024217598,"powabs(x2 + x3, powabs(sin(sin(sin(x2))), powabs(sin((x2 + 3.234479) + x3), powabs(3.234479, sin(x3))))) + (x2 + 3.234479)"
25,0.002316106,"powabs(x3 + x2, powabs(sin(x2), powabs(sin(x2), powabs(sin(3.2117686), powabs(sin(x3 + x2), powabs(x3, x2)))))) + (x2 + 3.2117686)"
26,0.0023032413,"(powabs(x3 + x2, powabs(sin(x2), powabs(sin(sin(x2)), powabs(sin(3.2117686), powabs(sin(x3 + x2), powabs(x3, x2)))))) + x2) + 3.2117686"
27,0.0022956696,"(powabs(x3 + x2, powabs(sin(x2), powabs(sin(sin(sin(x2))), powabs(sin(3.2117686), powabs(sin(x3 + x2), powabs(x3, x2)))))) + x2) + 3.2117686"
28,0.002215317,"exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x3 + x2, x1), 0.81286365), sqrtabs((x3 + x2) - 1.2870233)))))) + (x2 + sqrtabs(sqrtabs(x2 + (x2 - 0.9218449))))"
29,0.002177323,"exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x3 + x2, x1), 0.81286365), sqrtabs((x3 + x2) - 1.2870233)))))) + (x2 + sqrtabs(sqrtabs(x2 + (x2 - sin(x1)))))"
31,0.0021005704,"(sqrtabs(sqrtabs((x2 + powabs(-0.10106195, sin(x2))) + 0.9484575)) + x2) + exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x2 + x3, x1), 0.809229), sqrtabs((x2 + x3) - 1.493164))))))"
32,0.0020713636,"(sqrtabs(sqrtabs((x2 + powabs(0.106657356, sin(x2))) + sin(1.4915589))) + x2) + exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x2 + x3, x1), 0.8171633), sqrtabs((x2 + x3) - 1.4915589))))))"
33,0.0020540748,"(sqrtabs(sqrtabs((x2 + powabs(0.106657356, sin(x2))) + powabs(x1, 0.106657356))) + x2) + exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x2 + x3, x1), 0.8171633), sqrtabs(x2 + (x3 - 1.4915589)))))))"
34,0.0019549837,"exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x3 + x2, x1), 0.91297555), sqrtabs((x3 + x2) - 0.99915767)))))) + (sqrtabs(sqrtabs((x2 + powabs(x3 + (x2 + -0.24662654), -7.38209)) + 1.0458984)) + x2)"
35,0.0017556633,"exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x3 + x2, x1), 0.91297555), sqrtabs(x3 + (x2 - 0.99915767))))))) + (sqrtabs(sqrtabs((x1 + powabs((x3 + x2) + -0.24794838, -7.913214)) + sqrtabs(-7.913214))) + x2)"
36,0.0015025334,"exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x3 + x2, x1), 0.91297555), sqrtabs((x3 + x2) - sin(x1))))))) + (sqrtabs(sqrtabs((x1 + powabs((x3 + x2) + -0.24794838, -7.913214)) + sqrtabs(-7.913214))) + x2)"
37,0.0014464266,"exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x3 + x2, x1), 0.8832751), sqrtabs(sin(x1) - (x3 + x2))))))) + (sqrtabs(sqrtabs((x2 + powabs(x3 + (-0.24521592 + x2), -7.730175)) + sqrtabs(sqrtabs(x3)))) + x2)"
39,0.001442202,"exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x3 + x2, x1), 0.91297555), sqrtabs((x3 + x2) - sin(x1))))))) + (sqrtabs(sqrtabs((x2 + powabs((x3 + x2) + -0.24794838, -7.913214)) + sqrtabs(sqrtabs(x3 + 0.91297555)))) + x2)"
40,0.0013839208,"exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x3 + x2, x1), 0.91297555), sqrtabs((x3 + x2) - sin(x1))))))) + (sqrtabs(sqrtabs((x2 + powabs((x2 + x3) + -0.24794838, -7.913214)) + sqrtabs(sqrtabs(x3 - sin(x3))))) + x2)"
44,0.0013834578,"exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x3 + x2, x1), sqrtabs(sin(x3))), sqrtabs((x3 + x2) - sin(x1))))))) + (x2 + sqrtabs(sqrtabs((x2 + powabs(x3 + (x2 + -0.26218948), -7.4099436)) + powabs(sin(x3), (x3 + x2) - 0.45038384))))"
45,0.0013769324,"(sqrtabs(sqrtabs((powabs((x2 + x3) + -0.24794838, -7.913214) + x2) + sqrtabs((sin(x1) + sin(x3)) - sin(-0.24794838 - x3)))) + x2) + exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x3 + x2, x1), 0.91297555), sqrtabs((x2 + x3) - sin(x1)))))))"
46,0.0013707868,"exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x3 + x2, x1), sqrtabs(sin(x3))), sqrtabs((x3 + x2) - sin(x1))))))) + (x2 + sqrtabs(sqrtabs((x2 + powabs(x3 + (x2 + -0.26218948), -7.4099436)) + powabs(powabs(sin(x3), 1.1687418), (x3 + x2) - 0.45038384))))"
47,0.0013469924,"(sqrtabs(sqrtabs((x2 + powabs(x3 + (x2 + -0.23186891), -9.596026)) + sqrtabs(sqrtabs(x3)))) + (x2 + powabs((x1 + 3.7035718) + (x1 + -9.210762), -9.368678))) + exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x3 + x2, x1), 0.8814335), sqrtabs(sin(x1) - (x3 + x2)))))))"
50,0.0013381862,"(sqrtabs(sqrtabs((x2 + powabs(x3 + (x2 + -0.23186891), -9.596026)) + sqrtabs(sqrtabs(powabs(x3, sin(x1)))))) + (x2 + powabs((x1 + 3.7035718) + (x1 + -9.210762), -9.368678))) + exp(sqrtabs(sqrtabs(sqrtabs(powabs(powabs(powabs(x3 + x2, x1), 0.8814335), sqrtabs(sin(x1) - (x3 + x2)))))))"
